HP dynamic modelling [kW],T_setpoint [C°],T_out [C°],P net=(P_irr+Q_cond-Q_inf) [kW],Efficiency [K/J]
4.97474878639805,18.5,12.0,-4991.4117694561055,3.867929545663325e-07
4.984523935778839,18.5,12.0,-4985.265543559678,3.867929545663325e-07
4.982755213760675,18.5,12.0,-4980.445832900218,3.867929545663325e-07
4.978777761387642,18.5,12.0,-4975.887503660321,3.867929545663325e-07
5.026577897197649,18.5,11.0,-5109.383752676759,3.867929545663325e-07
5.084576218257666,18.5,11.0,-5098.378819928564,3.867929545663325e-07
5.0925684408243574,18.5,11.0,-5093.087644181939,3.867929545663325e-07
5.090935799163254,18.5,11.0,-5088.902812439381,3.867929545663325e-07
5.087456800235623,18.5,11.0,-5084.936801218834,3.867929545663325e-07
5.083628481286223,18.5,11.0,-5081.018787021164,3.867929545663325e-07
5.079738867674769,18.5,11.0,-5077.115891602559,3.867929545663325e-07
5.075843351131448,18.5,11.0,-5073.2217796622235,3.867929545663325e-07
5.071952572727378,18.5,11.0,-5069.335221866215,3.867929545663325e-07
5.068068567278761,18.5,11.0,-5065.455970861439,3.867929545663325e-07
5.064191714907929,18.5,11.0,-5061.583968119908,3.867929545663325e-07
5.060322077686488,18.5,11.0,-5057.719191431051,3.867929545663325e-07
5.056459656583434,18.5,11.0,-5053.861625584515,3.867929545663325e-07
5.052604440848132,18.5,11.0,-5050.011256735654,3.867929545663325e-07
5.048756417499272,18.5,11.0,-5046.168071322787,3.867929545663325e-07
5.044915573147728,18.5,11.0,-5042.332055859179,3.867929545663325e-07
5.041081894346553,18.5,11.0,-5038.50319689304,3.867929545663325e-07
5.037255367658372,18.5,11.0,-5034.681480999792,3.867929545663325e-07
5.033435979667956,18.5,11.0,-5030.8668947805745,3.867929545663325e-07
5.0296237169849976,18.5,11.0,-5027.059424861871,3.867929545663325e-07
5.025818566244244,18.5,11.0,-5023.259057895448,3.867929545663325e-07
5.02202051410568,18.5,11.0,-5019.465780558275,3.867929545663325e-07
5.01822954725451,18.5,11.0,-5015.679579552478,3.867929545663325e-07
5.014445652401083,18.5,11.0,-5011.900441605286,3.867929545663325e-07
5.010668816280759,18.5,11.0,-5008.1283534690065,3.867929545663325e-07
5.0068990256540475,18.5,11.0,-5004.363301920939,3.867929545663325e-07
5.0031362673064,18.5,11.0,-5000.605273763367,3.867929545663325e-07
4.999380528048232,18.5,11.0,-4996.854255823479,3.867929545663325e-07
4.9956317947148365,18.5,11.0,-4993.110234953347,3.867929545663325e-07
4.9918900541663795,18.5,11.0,-4989.373198029857,3.867929545663325e-07
5.030938901216564,18.5,10.0,-5098.745989420852,3.867929545663325e-07
5.078453111928593,18.5,10.0,-5089.780118906354,3.867929545663325e-07
5.08503710100813,18.5,10.0,-5085.49089456701,3.867929545663325e-07
5.083742904916335,18.5,10.0,-5082.10714947319,3.867929545663325e-07
5.080937066084971,18.5,10.0,-5078.902464716389,3.867929545663325e-07
5.0778451143491115,18.5,10.0,-5075.736998065907,3.867929545663325e-07
5.074702881580243,15.0,10.0,-5072.5838293719125,3.867929545663325e-07
0.0,15.0,10.0,-4674.485245787337,3.867929545663325e-07
0.0,15.0,10.0,-3943.4960114715877,3.867929545663325e-07
0.0,15.0,10.0,-3326.9115814320508,3.867929545663325e-07
0.0,15.0,10.0,-2904.784529079802,3.867929545663325e-07
0.0,15.0,10.0,-2739.8845862816784,3.867929545663325e-07
3.5649494621229,15.0,10.0,-2676.6306938031394,3.867929545663325e-07
4.282588384776341,15.0,10.0,-2593.2377822739595,3.867929545663325e-07
4.813163668226526,15.0,10.0,-2531.2187973666805,3.867929545663325e-07
5.00620404364946,15.0,10.0,-2507.7214409340017,3.867929545663325e-07
5.074155100057533,15.0,10.0,-2498.501603729698,3.867929545663325e-07
5.09685406198978,15.0,10.0,-2494.4484505281366,3.867929545663325e-07
5.103288779995182,18.5,10.0,-2492.253964891897,3.867929545663325e-07
8.0,18.5,10.0,-2919.7608403480813,3.867929545663325e-07
8.0,15.0,10.0,-3709.439618454931,3.867929545663325e-07
0.0,15.0,10.0,-3752.520045709036,3.867929545663325e-07
0.0,15.0,10.0,-3165.8471456118623,3.867929545663325e-07
0.0,15.0,10.0,-2792.23257417837,3.867929545663325e-07
3.541716621317346,15.0,11.0,-2540.899705420568,3.867929545663325e-07
4.128872614731484,15.0,11.0,-2471.8259200507287,3.867929545663325e-07
4.603991767010348,15.0,11.0,-2415.563775927439,3.867929545663325e-07
4.777737102299966,15.0,11.0,-2393.6978341635604,3.867929545663325e-07
4.838530383848104,15.0,11.0,-2384.7254224339745,3.867929545663325e-07
4.858260669421509,15.0,11.0,-2380.442706950618,3.867929545663325e-07
4.927275196692846,15.0,10.0,-2488.5266567887734,3.867929545663325e-07
5.0143953686674765,15.0,10.0,-2477.170396074652,3.867929545663325e-07
5.044236702372121,15.0,10.0,-2472.353205417469,3.867929545663325e-07
5.053403853634643,15.0,10.0,-2469.897850790611,3.867929545663325e-07
5.055134861531361,15.0,10.0,-2468.293639175562,3.867929545663325e-07
5.0541988681879735,15.0,10.0,-2466.996325272819,3.867929545663325e-07
5.052311435023683,15.0,10.0,-2465.8101299128652,3.867929545663325e-07
5.050088989878248,15.0,10.0,-2464.664703919818,3.867929545663325e-07
5.047752599625904,15.0,10.0,-2463.5348155443644,3.867929545663325e-07
5.045381198491566,15.0,10.0,-2462.4114527636266,3.867929545663325e-07
5.0430026770093495,15.0,10.0,-2461.291428472321,3.867929545663325e-07
5.040626639235644,15.0,10.0,-2460.17364232911,3.867929545663325e-07
5.038256176384152,15.0,10.0,-2459.057737189299,3.867929545663325e-07
5.035892092801863,15.0,10.0,-2457.9436168543557,3.867929545663325e-07
5.0335344178194195,15.0,10.0,-2456.8312735489417,3.867929545663325e-07
5.031182942308134,15.0,10.0,-2455.7207266949295,3.867929545663325e-07
5.028837405411275,15.0,10.0,-2454.6120016058526,3.867929545663325e-07
5.026497556355048,15.0,10.0,-2453.5051224363347,3.867929545663325e-07
5.024163172133399,15.0,10.0,-2452.4001101665713,3.867929545663325e-07
5.021834060021536,15.0,10.0,-2451.2969823177023,3.867929545663325e-07
5.019510055233775,15.0,10.0,-2450.1957532209417,3.867929545663325e-07
5.0171910173472725,15.0,10.0,-2449.0964344272347,3.867929545663325e-07
5.014876826716796,18.5,10.0,-2447.9990351177003,3.867929545663325e-07
8.0,18.5,10.0,-2879.276877425463,3.867929545663325e-07
8.0,18.5,10.0,-3675.34789532772,3.867929545663325e-07
8.0,18.5,10.0,-4346.648931459467,3.867929545663325e-07
7.055430918894604,18.5,10.0,-4760.77184477777,3.867929545663325e-07
5.654982512891525,18.5,10.0,-4917.228788870132,3.867929545663325e-07
5.119487463413179,18.5,10.0,-4974.98827295046,3.867929545663325e-07
5.013309920569146,18.5,10.0,-4983.769931201441,3.867929545663325e-07
4.947642550425917,18.5,11.0,-4869.951334525489,3.867929545663325e-07
4.889583305039787,18.5,11.0,-4872.65141018471,3.867929545663325e-07
4.875520045433996,18.5,11.0,-4870.338972676247,3.867929545663325e-07
4.869969212914703,18.5,11.0,-4867.062593407168,3.867929545663325e-07
4.866068886461199,18.5,11.0,-4863.605186674717,3.867929545663325e-07
4.8624926997888,18.5,11.0,-4860.118073878113,3.867929545663325e-07
4.82334712552547,15.0,11.0,-4762.314359672353,3.867929545663325e-07
0.0,15.0,11.0,-4391.7936034313525,3.867929545663325e-07
0.0,15.0,11.0,-3704.465876219451,3.867929545663325e-07
0.0,18.5,11.0,-3124.710245460524,3.867929545663325e-07
8.0,18.5,11.0,-3258.7044476592587,3.867929545663325e-07
8.0,18.5,11.0,-3994.7445006667513,3.867929545663325e-07
6.952855355456973,18.5,11.0,-4484.216304375941,3.867929545663325e-07
5.163038776068539,18.5,11.0,-4684.575349964091,3.867929545663325e-07
4.814798348027103,18.5,11.0,-4720.4605351184155,3.867929545663325e-07
4.744673673724629,18.5,11.0,-4724.62058542611,3.867929545663325e-07
4.728378404364048,18.5,11.0,-4722.645997794945,3.867929545663325e-07
4.722464589523611,18.5,11.0,-4719.4940610652475,3.867929545663325e-07
4.4924079500554175,18.5,11.0,-4117.40856903526,3.867929545663325e-07
4.219010323415842,18.5,11.0,-4144.73803590955,3.867929545663325e-07
4.163402771758046,18.5,11.0,-4147.225406979225,3.867929545663325e-07
4.149905881359018,18.5,11.0,-4144.915249607656,3.867929545663325e-07
4.144521669107962,18.5,11.0,-4141.686634989458,3.867929545663325e-07
4.1407034735742405,18.5,11.0,-4138.286507331064,3.867929545663325e-07
4.279186733340339,18.5,11.0,-4510.613130923349,3.867929545663325e-07
4.445143214286282,18.5,11.0,-4487.889119312569,3.867929545663325e-07
4.4744016264459106,18.5,11.0,-4480.769079071576,3.867929545663325e-07
4.477285191075725,18.5,11.0,-4476.665393871652,3.867929545663325e-07
4.475104780818174,18.5,11.0,-4473.146533330443,3.867929545663325e-07
4.4719568945686206,18.5,11.0,-4469.74508399768,3.867929545663325e-07
4.4471970590391265,18.5,12.0,-4409.748717396244,3.867929545663325e-07
4.418061427401881,18.5,12.0,-4408.727506139089,3.867929545663325e-07
4.409302808715393,18.5,12.0,-4405.389432436975,3.867929545663325e-07
4.404476282353926,18.5,12.0,-4401.610805330967,3.867929545663325e-07
4.400412957746471,18.5,12.0,-4397.7531721298765,3.867929545663325e-07
4.396502427989731,18.5,12.0,-4393.886163595939,3.867929545663325e-07
4.431671921865109,18.5,12.0,-4493.290200449261,3.867929545663325e-07
4.474369920055665,18.5,12.0,-4484.13033108978,3.867929545663325e-07
4.479479643210448,18.5,12.0,-4479.2671858815165,3.867929545663325e-07
4.477362466931436,18.5,12.0,-4475.236592960282,3.867929545663325e-07
4.4738615901294905,18.5,12.0,-4471.371843010692,3.867929545663325e-07
4.4701005189451735,18.5,12.0,-4467.544731863637,3.867929545663325e-07
4.435002199768269,18.5,12.0,-4380.990048399405,3.867929545663325e-07
4.393884520463144,18.5,12.0,-4381.433891872596,3.867929545663325e-07
4.382907081346025,18.5,12.0,-4378.446729555039,3.867929545663325e-07
4.3777280544159565,18.5,12.0,-4374.8058881768975,3.867929545663325e-07
4.373668238019081,18.5,12.0,-4371.045238102593,3.867929545663325e-07
4.369829020823909,18.5,12.0,-4367.267293842486,3.867929545663325e-07
4.452231660141911,18.5,12.0,-4591.482096602668,3.867929545663325e-07
4.551256034678182,18.5,12.0,-4576.003216652524,3.867929545663325e-07
4.567289559464143,18.5,12.0,-4570.001179074775,3.867929545663325e-07
4.567343554332183,18.5,12.0,-4565.830145589933,3.867929545663325e-07
4.564336287027527,18.5,12.0,-4562.016159637783,3.867929545663325e-07
4.560747377422877,18.5,12.0,-4558.276288249726,3.867929545663325e-07
4.610430078490004,18.5,11.0,-4695.672557241702,3.867929545663325e-07
4.670594532517566,18.5,11.0,-4685.280303914833,3.867929545663325e-07
4.6796226124170515,18.5,11.0,-4680.729157666817,3.867929545663325e-07
4.678809690064532,18.5,11.0,-4677.307407729612,3.867929545663325e-07
4.6761084269754525,18.5,11.0,-4674.107663057259,3.867929545663325e-07
4.673048756198796,18.5,11.0,-4670.955349850335,3.867929545663325e-07
4.669924911944213,18.5,11.0,-4667.816884473595,3.867929545663325e-07
4.666793458713573,18.5,11.0,-4664.6858008329755,3.867929545663325e-07
4.663665260697735,18.5,11.0,-4661.56084714843,3.867929545663325e-07
4.660542396897791,18.5,11.0,-4658.441774031057,3.867929545663325e-07
4.657425257931709,18.5,11.0,-4655.32852475521,3.867929545663325e-07
4.654313910026758,18.5,11.0,-4652.2210796303225,3.867929545663325e-07
4.6512083571122504,18.5,11.0,-4649.119426096752,3.867929545663325e-07
4.648108591169467,18.5,11.0,-4646.02355298093,3.867929545663325e-07
4.64501460190204,18.5,11.0,-4642.9334493919505,3.867929545663325e-07
4.641926378592825,18.5,11.0,-4639.849104509671,3.867929545663325e-07
4.638843910460401,18.5,11.0,-4636.770507543981,3.867929545663325e-07
4.635767186727413,18.5,11.0,-4633.697647726973,3.867929545663325e-07
4.632696196633788,18.5,11.0,-4630.630514311383,3.867929545663325e-07
4.629630929439123,18.5,11.0,-4627.569096570279,3.867929545663325e-07
4.6265713744231105,18.5,11.0,-4624.513383796968,3.867929545663325e-07
4.623517520885662,18.5,11.0,-4621.463365304944,3.867929545663325e-07
4.620469358146852,18.5,11.0,-4618.419030427843,3.867929545663325e-07
4.61742687554688,18.5,11.0,-4615.380368519411,3.867929545663325e-07
4.6571731881646885,18.5,10.0,-4725.4502814386,3.867929545663325e-07
4.705383856007711,18.5,10.0,-4717.180192268703,3.867929545663325e-07
4.71266361317771,18.5,10.0,-4713.585375392193,3.867929545663325e-07
4.712063620820664,18.5,10.0,-4710.894766489606,3.867929545663325e-07
4.709950560347534,18.5,10.0,-4708.381933528958,3.867929545663325e-07
4.7075500533297605,18.5,10.0,-4705.9070265411665,3.867929545663325e-07
4.705097961311867,18.5,10.0,-4703.443124714093,3.867929545663325e-07
4.702639655223857,18.5,10.0,-4700.98504175546,3.867929545663325e-07
4.70018385463834,18.5,10.0,-4698.53177321907,3.867929545663325e-07
4.697732229258918,18.5,10.0,-4696.083119049127,3.867929545663325e-07
4.695285093141502,18.5,10.0,-4693.639033883819,3.867929545663325e-07
4.6928424997408005,18.5,10.0,-4691.199502113232,3.867929545663325e-07
4.690404452438679,18.5,10.0,-4688.764513858542,3.867929545663325e-07
4.687970945009011,18.5,10.0,-4686.334060355057,3.867929545663325e-07
4.6855419693928075,18.5,10.0,-4683.908133065054,3.867929545663325e-07
4.683117517192113,18.5,10.0,-4681.486723507294,3.867929545663325e-07
4.680697579956655,18.5,10.0,-4679.069823224287,3.867929545663325e-07
4.678282149239158,18.5,10.0,-4676.657423775944,3.867929545663325e-07
4.675871216605628,18.5,10.0,-4674.2495167383695,3.867929545663325e-07
4.673464773637557,18.5,10.0,-4671.846093703578,3.867929545663325e-07
4.671062811932166,18.5,10.0,-4669.4471462794345,3.867929545663325e-07
4.668665323102482,15.0,10.0,-4667.052666089604,3.867929545663325e-07
0.0,15.0,10.0,-4301.271421890997,3.867929545663325e-07
0.0,15.0,10.0,-3629.1609736506875,3.867929545663325e-07
0.0,15.0,9.0,-3171.0307303978675,3.867929545663325e-07
0.0,15.0,9.0,-2676.444609193018,3.867929545663325e-07
0.0,15.0,9.0,-2429.045160207576,3.867929545663325e-07
0.0,15.0,9.0,-2406.573267171301,3.867929545663325e-07
0.0,15.0,9.0,-2395.482160210752,3.867929545663325e-07
3.306174564228991,15.0,9.0,-2378.635829071454,3.867929545663325e-07
3.5303908834992743,15.0,9.0,-2352.962708179106,3.867929545663325e-07
3.7476183215823884,15.0,9.0,-2328.0810605721545,3.867929545663325e-07
3.794746219675017,15.0,9.0,-2322.6033665943664,3.867929545663325e-07
3.6531424114273023,15.0,9.0,-2338.6691954436137,3.867929545663325e-07
3.637206565664178,15.0,9.0,-2340.38043588241,3.867929545663325e-07
3.786553970304317,15.0,9.0,-2323.2239477855305,3.867929545663325e-07
4.119806875563927,15.0,8.0,-2403.0966749484796,3.867929545663325e-07
4.532069917429488,15.0,8.0,-2356.6058067014437,3.867929545663325e-07
4.682721557157947,15.0,8.0,-2339.968472426737,3.867929545663325e-07
4.737405794187498,15.0,8.0,-2334.2816360992147,3.867929545663325e-07
4.757471610114203,15.0,8.0,-2332.5443138288024,3.867929545663325e-07
4.7651153921165585,15.0,8.0,-2332.22352108458,3.867929545663325e-07
4.76831969985775,15.0,8.0,-2332.4083155759718,3.867929545663325e-07
4.769948964399544,18.5,8.0,-2332.771820823791,3.867929545663325e-07
8.0,18.5,8.0,-2774.5921838828235,3.867929545663325e-07
8.0,18.5,8.0,-3588.7090028159164,3.867929545663325e-07
8.0,18.5,8.0,-4272.39946029141,3.867929545663325e-07
6.39769899085045,18.5,8.0,-4700.149532330824,3.867929545663325e-07
5.126529628274375,18.5,9.0,-4725.7570760250765,3.867929545663325e-07
4.835462872886001,18.5,9.0,-4756.920591616883,3.867929545663325e-07
4.777650149454894,18.5,9.0,-4761.47421488604,3.867929545663325e-07
4.764997830718039,18.5,9.0,-4760.878950239581,3.867929545663325e-07
4.761078553992502,18.5,9.0,-4759.291061368879,3.867929545663325e-07
4.758849494634524,18.5,9.0,-4757.514109822938,3.867929545663325e-07
4.75694963826536,18.5,9.0,-4755.703376850882,3.867929545663325e-07
4.755116075823253,18.5,9.0,-4753.888852650217,3.867929545663325e-07
4.753298037311879,15.0,9.0,-4752.076322895981,3.867929545663325e-07
0.0,15.0,9.0,-4380.238890289316,3.867929545663325e-07
0.0,15.0,9.0,-3696.4278301688414,3.867929545663325e-07
0.0,15.0,9.0,-3119.63654533087,3.867929545663325e-07
0.0,18.5,9.0,-2633.115611448084,3.867929545663325e-07
8.0,18.5,9.0,-2845.7506246948737,3.867929545663325e-07
8.0,18.5,9.0,-3648.121661760317,3.867929545663325e-07
8.0,18.5,9.0,-4288.592159254051,3.867929545663325e-07
5.702648161659454,15.0,9.0,-4634.785356982576,3.867929545663325e-07
0.0,15.0,9.0,-4340.114729427585,3.867929545663325e-07
0.0,18.5,9.0,-3662.5924753555637,3.867929545663325e-07
8.0,18.5,9.0,-3714.1193451497616,3.867929545663325e-07
8.0,18.5,9.0,-4330.96994424617,3.867929545663325e-07
5.53276127685158,18.5,9.0,-4646.605575255948,3.867929545663325e-07
4.890461525018964,18.5,9.0,-4717.904866512328,3.867929545663325e-07
4.76452178235088,18.5,9.0,-4730.292469027748,3.867929545663325e-07
4.713347742021734,18.5,9.0,-4663.907802377975,3.867929545663325e-07
4.676603373791432,18.5,9.0,-4666.119945507125,3.867929545663325e-07
4.6680957022594844,18.5,9.0,-4665.114036921108,3.867929545663325e-07
4.665027437812,18.5,9.0,-4663.491183348396,3.867929545663325e-07
4.66300865724154,18.5,9.0,-4661.75225715034,3.867929545663325e-07
4.661194445231104,18.5,9.0,-4659.993654184344,3.867929545663325e-07
4.62897708026585,18.5,9.0,-4577.727258143978,3.867929545663325e-07
4.590914646202146,18.5,9.0,-4580.104789692743,3.867929545663325e-07
4.582174490076295,18.5,9.0,-4579.140379368424,3.867929545663325e-07
4.579074562794654,18.5,9.0,-4577.536082791821,3.867929545663325e-07
4.577060929099753,18.5,9.0,-4575.8114857409055,3.867929545663325e-07
4.575258585354845,18.5,9.0,-4574.066417127568,3.867929545663325e-07
4.548034134971568,18.5,9.0,-4505.001137558622,3.867929545663325e-07
4.515928182971265,18.5,9.0,-4506.71502956759,3.867929545663325e-07
4.508351423833438,18.5,9.0,-4505.633828813497,3.867929545663325e-07
4.505488018846063,18.5,9.0,-4504.01846605714,3.867929545663325e-07
4.503531614487838,18.5,9.0,-4502.30322992988,3.867929545663325e-07
4.50175181984373,18.5,9.0,-4500.571449450458,3.867929545663325e-07
4.502946364352306,18.5,9.0,-4506.6023798352235,3.867929545663325e-07
4.504713952699331,18.5,9.0,-4504.473719819851,3.867929545663325e-07
4.503656372049273,18.5,9.0,-4502.670989432693,3.867929545663325e-07
4.502059790946283,18.5,9.0,-4500.933335870409,3.867929545663325e-07
4.500362491650594,18.5,9.0,-4499.210745536645,3.867929545663325e-07
4.4986484783706375,18.5,9.0,-4497.493627085557,3.867929545663325e-07
4.477983103722454,18.5,9.0,-4445.6990448766155,3.867929545663325e-07
4.453683913553732,18.5,9.0,-4446.561590990178,3.867929545663325e-07
4.447640309351937,18.5,9.0,-4445.344773534466,3.867929545663325e-07
4.445100818414744,18.5,9.0,-4443.73169193781,3.867929545663325e-07
4.4432352079019894,18.5,9.0,-4442.045262046113,3.867929545663325e-07
4.441501245357244,18.5,9.0,-4440.347344607443,3.867929545663325e-07
4.47416385143656,18.5,9.0,-4529.497119427188,3.867929545663325e-07
4.513437021303912,18.5,9.0,-4523.135341470565,3.867929545663325e-07
4.519612968185948,18.5,9.0,-4520.553372338965,3.867929545663325e-07
4.519435111970165,18.5,9.0,-4518.6998483003,3.867929545663325e-07
4.518042794870553,18.5,9.0,-4516.988376759805,3.867929545663325e-07
4.516420457751656,18.5,9.0,-4515.306628967215,3.867929545663325e-07
4.53630540353106,18.5,8.0,-4570.555784401324,3.867929545663325e-07
4.560550583341342,18.5,8.0,-4566.528490805183,3.867929545663325e-07
4.564305226129636,15.0,8.0,-4564.841457183334,3.867929545663325e-07
0.0,15.0,8.0,-4208.166120853285,3.867929545663325e-07
0.0,15.0,8.0,-3551.842693420177,3.867929545663325e-07
0.0,15.0,8.0,-2998.2363829750047,3.867929545663325e-07
0.0,15.0,9.0,-2627.816166660086,3.867929545663325e-07
0.0,18.5,9.0,-2317.7728163594875,3.867929545663325e-07
8.0,18.5,9.0,-2679.2657572720927,3.867929545663325e-07
8.0,18.5,9.0,-3507.779498666248,3.867929545663325e-07
8.0,18.5,9.0,-4172.708425265635,3.867929545663325e-07
5.681724955980963,18.5,9.0,-4536.800197586672,3.867929545663325e-07
4.855927839151764,18.5,9.0,-4638.93242794681,3.867929545663325e-07
4.69787657021609,18.5,9.0,-4655.138028861619,3.867929545663325e-07
4.666063837382558,18.5,9.0,-4656.943528661277,3.867929545663325e-07
