HP dynamic modelling [kW],T_setpoint [C°],T_out [C°],P net=(P_irr+Q_cond-Q_inf) [kW],Efficiency [K/J]
5.867059491844407,18.5,0.68,-5869.003709162411,2.2562922349702734e-07
5.868540258032386,18.5,0.68,-5870.077164935139,2.2562922349702734e-07
5.869792127893698,18.5,0.68,-5871.169448199323,2.2562922349702734e-07
5.870953892601278,18.5,0.68,-5872.267843435389,2.2562922349702734e-07
5.866126698404765,18.5,0.793333,-5852.666787720027,2.2562922349702734e-07
5.8589605402450395,15.0,0.793333,-5854.482078665445,2.2562922349702734e-07
0.0,15.0,0.793333,-5632.518439276806,2.2562922349702734e-07
0.0,15.0,0.793333,-5204.223818938449,2.2562922349702734e-07
0.0,15.0,0.793333,-4808.843261023275,2.2562922349702734e-07
0.0,15.0,0.793333,-4443.846926857544,2.2562922349702734e-07
0.0,15.0,1.2,-4083.4092982043785,2.2562922349702734e-07
3.459211069334083,15.0,1.2,-3956.9992594830114,2.2562922349702734e-07
3.738778410208829,18.5,1.2,-3933.5247226856695,2.2562922349702734e-07
8.0,15.0,1.2,-4083.7043857802423,2.2562922349702734e-07
0.0,15.0,1.2,-4123.884069062322,2.2562922349702734e-07
3.3184772840609416,15.0,1.2,-3978.206636731314,2.2562922349702734e-07
3.728750473688331,15.0,1.335,-3917.43788261345,2.2562922349702734e-07
3.8351323943161333,15.0,1.335,-3909.7661057454297,2.2562922349702734e-07
3.877616450799815,15.0,1.335,-3907.946489568557,2.2562922349702734e-07
3.8952788108126017,15.0,1.335,-3908.3979454025425,2.2562922349702734e-07
3.9032977833366207,15.0,1.335,-3909.729479302455,2.2562922349702734e-07
3.9075690000566965,15.0,1.335,-3911.400798750932,2.2562922349702734e-07
3.889198216673094,15.0,1.738333,-3839.531955786208,2.2562922349702734e-07
3.8619893227094395,15.0,1.738333,-3843.9313376228492,2.2562922349702734e-07
3.8524881060193366,15.0,1.738333,-3846.7045296695105,2.2562922349702734e-07
3.8498626571323484,15.0,1.738333,-3848.844217235192,2.2562922349702734e-07
3.8499058392768575,15.0,1.738333,-3850.7359651190636,2.2562922349702734e-07
3.850983613635822,15.0,1.738333,-3852.5295291865614,2.2562922349702734e-07
3.840993485839522,15.0,1.956667,-3814.403686190416,2.2562922349702734e-07
3.8266802168432266,15.0,1.956667,-3817.5200581932613,2.2562922349702734e-07
3.822131253029636,15.0,1.956667,-3819.7383829249584,2.2562922349702734e-07
3.8213727883241972,15.0,1.956667,-3821.6061294677584,2.2562922349702734e-07
3.82208468785027,15.0,1.956667,-3823.335929944219,2.2562922349702734e-07
3.823365858569673,15.0,1.956667,-3825.0103698327703,2.2562922349702734e-07
3.823203098749764,15.0,1.988333,-3820.8776327932055,2.2562922349702734e-07
3.8224744720810806,15.0,1.988333,-3822.7181519738742,2.2562922349702734e-07
3.823184249456904,15.0,1.988333,-3824.423697800245,2.2562922349702734e-07
3.824450911210363,15.0,1.988333,-3826.075061890424,2.2562922349702734e-07
3.8259320948486906,15.0,1.988333,-3827.703625346101,2.2562922349702734e-07
3.8274948365341404,15.0,1.988333,-3829.321579133822,2.2562922349702734e-07
3.835127789962712,15.0,1.873333,-3851.938772977488,2.2562922349702734e-07
3.8451285030622557,15.0,1.873333,-3852.8198303808276,2.2562922349702734e-07
3.8500186953577784,15.0,1.873333,-3854.1660418242545,2.2562922349702734e-07
3.8529222596193224,15.0,1.873333,-3855.6911270866703,2.2562922349702734e-07
3.8550524685980694,15.0,1.873333,-3857.283902748508,2.2562922349702734e-07
3.856880539249346,15.0,1.873333,-3858.9011903221453,2.2562922349702734e-07
3.900956664827686,18.5,1.066667,-4007.8665230672104,2.2562922349702734e-07
8.0,18.5,1.066667,-4158.2747497799965,2.2562922349702734e-07
8.0,18.5,1.066667,-4453.145760255165,2.2562922349702734e-07
8.0,18.5,1.066667,-4725.352852771593,2.2562922349702734e-07
8.0,18.5,1.066667,-4976.63802411611,2.2562922349702734e-07
8.0,15.0,1.066667,-5208.60937746212,2.2562922349702734e-07
0.0,18.5,1.176667,-5089.532784046431,2.2562922349702734e-07
8.0,18.5,1.176667,-5007.728437089924,2.2562922349702734e-07
8.0,18.5,1.176667,-5237.250064020459,2.2562922349702734e-07
8.0,18.5,1.176667,-5449.130737541461,2.2562922349702734e-07
8.0,18.5,1.176667,-5639.275644490696,2.2562922349702734e-07
6.909574182925212,18.5,1.176667,-5770.265163207447,2.2562922349702734e-07
6.23070443892616,18.5,1.32,-5687.387928430664,2.2562922349702734e-07
5.9265796446097285,18.5,1.32,-5716.047613829802,2.2562922349702734e-07
5.808888171119406,18.5,1.32,-5727.620410185467,2.2562922349702734e-07
5.763613763214903,18.5,1.32,-5732.555222764608,2.2562922349702734e-07
5.7464676599756785,18.5,1.32,-5734.9108521333355,2.2562922349702734e-07
5.740246620438484,18.5,1.32,-5736.263874158824,2.2562922349702734e-07
5.653627172688949,18.5,1.021667,-5442.817745396635,2.2562922349702734e-07
5.535804755033451,18.5,1.021667,-5454.487674959105,2.2562922349702734e-07
5.4905289643164,18.5,1.021667,-5459.507595855904,2.2562922349702734e-07
5.473430666560535,18.5,1.021667,-5461.943674631029,2.2562922349702734e-07
5.467275974274685,18.5,1.021667,-5463.375295992316,2.2562922349702734e-07
5.465371017691109,18.5,1.021667,-5464.415915529416,2.2562922349702734e-07
5.43631106814014,18.5,1.265,-5365.122180825649,2.2562922349702734e-07
5.396676864088386,18.5,1.265,-5369.524187992306,2.2562922349702734e-07
5.381713374434458,18.5,1.265,-5371.663907742999,2.2562922349702734e-07
5.376331499490402,18.5,1.265,-5372.924167584865,2.2562922349702734e-07
5.374670445123093,18.5,1.265,-5373.842076423689,2.2562922349702734e-07
5.374453821636644,18.5,1.265,-5374.626254092788,2.2562922349702734e-07
5.382816897359658,18.5,1.92,-5403.26969045764,2.2562922349702734e-07
5.394445883542403,18.5,1.92,-5402.730523169134,2.2562922349702734e-07
5.399257488115428,18.5,1.92,-5402.815195483309,2.2562922349702734e-07
5.4014205675704945,18.5,1.92,-5403.1416584896415,2.2562922349702734e-07
5.402554393756145,18.5,1.92,-5403.561517344085,2.2562922349702734e-07
5.403287922724985,18.5,1.92,-5404.0171336749245,2.2562922349702734e-07
5.333874554630348,18.5,2.735,-5161.061301705437,2.2562922349702734e-07
5.237127772315308,18.5,2.735,-5170.141289533464,2.2562922349702734e-07
5.199668549174385,18.5,2.735,-5173.78755403917,2.2562922349702734e-07
5.185237967320586,18.5,2.735,-5175.32300722865,2.2562922349702734e-07
5.179752040071913,18.5,2.735,-5176.038362281703,2.2562922349702734e-07
5.177740196708124,18.5,2.735,-5176.434964706043,2.2562922349702734e-07
5.126422461873403,18.5,3.143333,-5000.527776678104,2.2562922349702734e-07
5.055909125345806,18.5,3.143333,-5007.044555645224,2.2562922349702734e-07
5.028550881582124,18.5,3.143333,-5009.606337607662,2.2562922349702734e-07
5.017954981122739,18.5,3.143333,-5010.6318591780355,2.2562922349702734e-07
5.013869850560105,18.5,3.143333,-5011.060615445659,2.2562922349702734e-07
5.012313564352235,18.5,3.143333,-5011.257526051806,2.2562922349702734e-07
5.01605553185409,18.5,3.1,-5026.3751286555125,2.2562922349702734e-07
5.02185993977414,18.5,3.1,-5025.913738682487,2.2562922349702734e-07
5.024153895552968,18.5,3.1,-5025.773939398362,2.2562922349702734e-07
5.025084296575369,18.5,3.1,-5025.758980805122,2.2562922349702734e-07
5.025485017447,18.5,3.1,-5025.79244353018,2.2562922349702734e-07
5.025679941006501,18.5,3.1,-5025.844645872964,2.2562922349702734e-07
5.221499424331455,18.5,1.946667,-5706.583308235991,2.2562922349702734e-07
5.49343150821951,18.5,1.946667,-5682.1848839298455,2.2562922349702734e-07
5.599348731833198,18.5,1.946667,-5672.99979604851,2.2562922349702734e-07
5.640780248668853,18.5,1.946667,-5669.723511113646,2.2562922349702734e-07
5.657164018549475,18.5,1.946667,-5668.741779400186,2.2562922349702734e-07
5.663818473042148,18.5,1.946667,-5668.650760607314,2.2562922349702734e-07
5.676707966092363,18.5,2.306667,-5703.74602006471,2.2562922349702734e-07
5.691982536167666,18.5,2.306667,-5702.735028506258,2.2562922349702734e-07
5.698132544612372,18.5,2.306667,-5702.559560742574,2.2562922349702734e-07
5.700738334798962,18.5,2.306667,-5702.708213155932,2.2562922349702734e-07
5.701967231612935,18.5,2.306667,-5702.982364704843,2.2562922349702734e-07
5.702660986730326,18.5,2.306667,-5703.304875142737,2.2562922349702734e-07
5.696230749718348,18.5,2.438333,-5679.596586323694,2.2562922349702734e-07
5.687019682625146,18.5,2.438333,-5680.77662328435,2.2562922349702734e-07
5.683630358763799,18.5,2.438333,-5681.422539451683,2.2562922349702734e-07
5.682501717747073,18.5,2.438333,-5681.860685609969,2.2562922349702734e-07
5.682250729953421,18.5,2.438333,-5682.217809146089,2.2562922349702734e-07
5.6823402660254265,18.5,2.438333,-5682.5431357829875,2.2562922349702734e-07
5.710573759630802,18.5,1.905,-5780.27081592024,2.2562922349702734e-07
5.749793517578564,18.5,1.905,-5777.206698572485,2.2562922349702734e-07
5.76532327765408,18.5,1.905,-5776.312688141843,2.2562922349702734e-07
5.7716512241230475,18.5,1.905,-5776.261031519843,2.2562922349702734e-07
5.774404649097779,18.5,1.905,-5776.536022967635,2.2562922349702734e-07
5.7757692078004315,18.5,1.905,-5776.937362026002,2.2562922349702734e-07
5.808106802883095,18.5,1.305,-5886.979284610325,2.2562922349702734e-07
5.852536572929103,18.5,1.305,-5883.6545989708275,2.2562922349702734e-07
5.8702117903033475,18.5,1.305,-5882.780482419469,2.2562922349702734e-07
5.8774944011622665,18.5,1.305,-5882.857463553562,2.2562922349702734e-07
5.880739651857789,18.5,1.305,-5883.303124705701,2.2562922349702734e-07
5.88241600951892,18.5,1.305,-5883.891248099368,2.2562922349702734e-07
5.880856119850432,18.5,1.355,-5875.401305097605,2.2562922349702734e-07
5.878033335000237,18.5,1.355,-5876.380578102776,2.2562922349702734e-07
5.877340260074584,18.5,1.355,-5877.163398720192,2.2562922349702734e-07
5.877473653155312,18.5,1.355,-5877.869203504065,2.2562922349702734e-07
5.877927332706668,18.5,1.355,-5878.544383223305,2.2562922349702734e-07
5.878504698608686,18.5,1.355,-5879.206957371398,2.2562922349702734e-07
5.851116964102175,18.5,1.888333,-5782.448929765211,2.2562922349702734e-07
5.812811615894475,18.5,1.888333,-5786.474554469334,2.2562922349702734e-07
5.798222381223468,18.5,1.888333,-5788.325828469062,2.2562922349702734e-07
5.792843880188184,18.5,1.888333,-5789.332084056348,2.2562922349702734e-07
5.791042245290942,18.5,1.888333,-5790.009632865661,2.2562922349702734e-07
5.7906293216987486,18.5,1.888333,-5790.559007725714,2.2562922349702734e-07
5.7763114756642615,18.5,2.163333,-5740.828442808575,2.2562922349702734e-07
5.756563873319056,18.5,2.163333,-5743.0459341802725,2.2562922349702734e-07
5.749122114465127,18.5,2.163333,-5744.134948497145,2.2562922349702734e-07
5.746459554492413,18.5,2.163333,-5744.785258670496,2.2562922349702734e-07
5.745652828359107,18.5,2.163333,-5745.264774774939,2.2562922349702734e-07
5.7455665012947525,18.5,2.163333,-5745.67755384697,2.2562922349702734e-07
5.785151456490713,18.5,1.413333,-5883.05399295467,2.2562922349702734e-07
5.840222416223378,15.0,1.413333,-5878.688640102725,2.2562922349702734e-07
0.0,18.5,1.413333,-5653.817298585249,2.2562922349702734e-07
8.0,18.5,1.413333,-5528.481496349715,2.2562922349702734e-07
7.792632027110995,18.5,1.413333,-5702.319322093464,2.2562922349702734e-07
6.638830027030281,18.5,1.413333,-5808.736590289974,2.2562922349702734e-07
6.22696320113214,18.5,0.405,-6036.185166457942,2.2562922349702734e-07
6.120421454761481,18.5,0.405,-6046.9964356511355,2.2562922349702734e-07
6.079624379144207,18.5,0.405,-6051.780743519135,2.2562922349702734e-07
6.064363141724607,15.0,0.405,-6054.222990606564,2.2562922349702734e-07
0.0,15.0,0.405,-5824.734682240634,2.2562922349702734e-07
0.0,15.0,0.405,-5381.676231445124,2.2562922349702734e-07
0.0,15.0,0.363333,-4980.179748101419,2.2562922349702734e-07
0.0,15.0,0.363333,-4602.043592028839,2.2562922349702734e-07
0.0,15.0,0.363333,-4315.736539460624,2.2562922349702734e-07
4.0410222119090236,15.0,0.363333,-4205.938217098623,2.2562922349702734e-07
4.134122899263139,15.0,0.363333,-4199.604433258897,2.2562922349702734e-07
4.17151751038931,15.0,0.363333,-4198.371869951899,2.2562922349702734e-07
4.176417121464283,15.0,0.57,-4161.370202685914,2.2562922349702734e-07
4.168670710470133,15.0,0.57,-4164.190111058535,2.2562922349702734e-07
4.166842587522865,15.0,0.57,-4166.463895618073,2.2562922349702734e-07
4.1673112460629005,15.0,0.57,-4168.523452337559,2.2562922349702734e-07
4.1686699597823464,15.0,0.57,-4170.497705913454,2.2562922349702734e-07
4.170372309613788,15.0,0.57,-4172.436739055488,2.2562922349702734e-07
4.157412524288122,15.0,0.851667,-4122.912569784966,2.2562922349702734e-07
4.138726365526281,15.0,0.851667,-4126.608196715768,2.2562922349702734e-07
4.132578238404699,15.0,0.851667,-4129.1512661756005,2.2562922349702734e-07
4.131298145983203,15.0,0.851667,-4131.244693479866,2.2562922349702734e-07
4.131906910549708,15.0,0.851667,-4133.161508615857,2.2562922349702734e-07
4.133247370165577,15.0,0.851667,-4135.007764792799,2.2562922349702734e-07
4.124978250889899,15.0,1.04,-4102.425021607222,2.2562922349702734e-07
4.112955273357409,15.0,1.04,-4105.419126453166,2.2562922349702734e-07
4.109344649931631,15.0,1.04,-4107.638929268672,2.2562922349702734e-07
4.108999494187038,15.0,1.04,-4109.556117202955,2.2562922349702734e-07
4.1099207578263535,15.0,1.04,-4111.353896997884,2.2562922349702734e-07
4.111332018433768,15.0,1.04,-4113.103429089632,2.2562922349702734e-07
4.1440069567879165,15.0,0.448333,-4222.902344839619,2.2562922349702734e-07
4.18888479109155,15.0,0.448333,-4220.881174889313,2.2562922349702734e-07
4.20748664197572,15.0,0.448333,-4221.264325655702,2.2562922349702734e-07
4.215880381056173,15.0,0.448333,-4222.579280183192,2.2562922349702734e-07
4.22030706566543,15.0,0.448333,-4224.254089819629,2.2562922349702734e-07
4.2231908242853935,15.0,0.448333,-4226.066604430294,2.2562922349702734e-07
4.220133389115733,15.0,0.55,-4209.360730486575,2.2562922349702734e-07
4.214755762178846,15.0,0.55,-4211.885279064393,2.2562922349702734e-07
4.213804208569354,15.0,0.55,-4214.000596697092,2.2562922349702734e-07
4.214569726733976,15.0,0.55,-4215.954953518745,2.2562922349702734e-07
4.2160001384384485,15.0,0.55,-4217.844781778103,2.2562922349702734e-07
4.217686781090265,15.0,0.55,-4219.7075393813475,2.2562922349702734e-07
4.211350686032495,15.0,0.658333,-4193.3182399699635,2.2562922349702734e-07
4.201885300379104,15.0,0.658333,-4196.155232180047,2.2562922349702734e-07
4.19931144032837,18.5,0.658333,-4198.357160486403,2.2562922349702734e-07
8.0,18.5,0.658333,-4345.229798079944,2.2562922349702734e-07
8.0,18.5,0.658333,-4625.740569326278,2.2562922349702734e-07
8.0,18.5,0.658333,-4884.691172861974,2.2562922349702734e-07
8.0,15.0,0.706667,-4844.751458675859,2.2562922349702734e-07
0.0,18.5,0.706667,-4781.637470146267,2.2562922349702734e-07
8.0,18.5,0.706667,-4723.372377276591,2.2562922349702734e-07
8.0,18.5,0.706667,-4974.624135736832,2.2562922349702734e-07
8.0,18.5,0.706667,-5206.564871081314,2.2562922349702734e-07
8.0,18.5,0.706667,-5420.67886911719,2.2562922349702734e-07
8.0,18.5,0.628333,-5317.798882100018,2.2562922349702734e-07
6.580396406342425,18.5,0.628333,-5455.411879651135,2.2562922349702734e-07
5.950404522637223,18.5,0.628333,-5513.903995051368,2.2562922349702734e-07
5.7061108108542165,18.5,0.628333,-5537.047857223513,2.2562922349702734e-07
5.61164134566543,18.5,0.628333,-5546.459892508503,2.2562922349702734e-07
5.57536860955197,18.5,0.628333,-5550.537213155159,2.2562922349702734e-07
5.534957410339849,18.5,0.64,-5459.52120962128,2.2562922349702734e-07
5.4929355295234705,18.5,0.64,-5464.113583895673,2.2562922349702734e-07
5.477028053178083,18.5,0.64,-5466.31141869753,2.2562922349702734e-07
5.471263377519927,18.5,0.64,-5467.578417616504,2.2562922349702734e-07
5.469437681525164,18.5,0.64,-5468.48312580596,2.2562922349702734e-07
5.469141241520174,18.5,0.64,-5469.246382255068,2.2562922349702734e-07
5.514122671062819,18.5,0.895,-5625.385149840366,2.2562922349702734e-07
5.5766667223945205,18.5,0.895,-5620.303024812972,2.2562922349702734e-07
5.6013236196539085,18.5,0.895,-5618.691880620556,2.2562922349702734e-07
5.611263706548016,18.5,0.895,-5618.428296930671,2.2562922349702734e-07
5.61548688387627,18.5,0.895,-5618.687489112595,2.2562922349702734e-07
5.617488886919523,18.5,0.895,-5619.149096135165,2.2562922349702734e-07
5.561767748467514,18.5,1.205,-5421.926316506264,2.2562922349702734e-07
5.483591055842408,18.5,1.205,-5429.611076184974,2.2562922349702734e-07
5.453517216278215,18.5,1.205,-5432.886580803052,2.2562922349702734e-07
5.442126849501256,18.5,1.205,-5434.448940927121,2.2562922349702734e-07
5.437992898338007,18.5,1.205,-5435.345379125354,2.2562922349702734e-07
5.4366769154816215,18.5,1.205,-5435.982653980092,2.2562922349702734e-07
5.422441224726459,18.5,1.555,-5387.785854248472,2.2562922349702734e-07
5.403150686881645,18.5,1.555,-5389.9395799338845,2.2562922349702734e-07
5.395873932609039,18.5,1.555,-5390.991635559901,2.2562922349702734e-07
5.393263133811797,18.5,1.555,-5391.615406503654,2.2562922349702734e-07
5.3924642737412345,18.5,1.555,-5392.072447408486,2.2562922349702734e-07
5.392368811929237,18.5,1.555,-5392.464350532202,2.2562922349702734e-07
5.42881249697864,18.5,1.651667,-5518.973833004569,2.2562922349702734e-07
5.479439996840824,18.5,1.651667,-5514.687730346599,2.2562922349702734e-07
5.499301967999873,18.5,1.651667,-5513.220481213739,2.2562922349702734e-07
5.5072139842031,18.5,1.651667,-5512.847752754349,2.2562922349702734e-07
5.51048423183056,18.5,1.651667,-5512.899794826766,2.2562922349702734e-07
5.511951258379304,18.5,1.651667,-5513.116472758201,2.2562922349702734e-07
5.609221032442292,18.5,2.065,-5849.068403952555,2.2562922349702734e-07
5.74366511583462,18.5,2.065,-5836.965876918038,2.2562922349702734e-07
5.796007490910552,18.5,2.065,-5832.387095335886,2.2562922349702734e-07
5.816459752104698,18.5,2.065,-5830.730469810559,2.2562922349702734e-07
5.824525353089121,18.5,2.065,-5830.208627007654,2.2562922349702734e-07
5.8277796850217785,18.5,2.065,-5830.1273286458745,2.2562922349702734e-07
5.821817693605226,18.5,2.478333,-5804.672887071689,2.2562922349702734e-07
5.812233597487534,18.5,2.478333,-5805.616770899264,2.2562922349702734e-07
5.80854772098187,18.5,2.478333,-5806.02000903083,2.2562922349702734e-07
5.807152725338279,18.5,2.478333,-5806.21319251153,2.2562922349702734e-07
5.806647470648887,18.5,2.478333,-5806.324727556236,2.2562922349702734e-07
5.806487737841235,18.5,2.478333,-5806.404488748501,2.2562922349702734e-07
5.785190839910524,18.5,2.883333,-5732.497229944078,2.2562922349702734e-07
5.755641861227014,18.5,2.883333,-5735.119930637233,2.2562922349702734e-07
5.744116938064508,18.5,2.883333,-5736.090994134883,2.2562922349702734e-07
5.739592896906061,18.5,2.883333,-5736.420627571439,2.2562922349702734e-07
5.737788169216265,18.5,2.883333,-5736.501210608309,2.2562922349702734e-07
5.737039737924488,18.5,2.883333,-5736.485148444351,2.2562922349702734e-07
5.7266348989247495,18.5,3.075,-5701.423019530407,2.2562922349702734e-07
5.71245961416771,18.5,3.075,-5702.566684698716,2.2562922349702734e-07
5.706866850753932,18.5,3.075,-5702.924097066237,2.2562922349702734e-07
5.704607770734924,18.5,3.075,-5702.976280483407,2.2562922349702734e-07
5.703643673775196,18.5,3.075,-5702.910069032769,2.2562922349702734e-07
5.703182712438752,18.5,3.075,-5702.7980302427595,2.2562922349702734e-07
5.687160672037113,18.5,3.375,-5647.87234826398,2.2562922349702734e-07
5.6650635812261045,18.5,3.375,-5649.632440511334,2.2562922349702734e-07
5.656332612893857,18.5,3.375,-5650.168086551434,2.2562922349702734e-07
5.652793429073381,18.5,3.375,-5650.228414333698,2.2562922349702734e-07
5.651271035733316,18.5,3.375,-5650.104392062067,2.2562922349702734e-07
5.650532240005237,18.5,3.375,-5649.909033566215,2.2562922349702734e-07
5.6407315622894885,18.5,3.553333,-5617.113121529314,2.2562922349702734e-07
5.6273929562307785,18.5,3.553333,-5618.007275484076,2.2562922349702734e-07
5.622028486196723,18.5,3.553333,-5618.171238758961,2.2562922349702734e-07
5.6197615371067515,18.5,3.553333,-5618.051922670334,2.2562922349702734e-07
5.618698003347891,18.5,3.553333,-5617.822909515552,2.2562922349702734e-07
5.618102206552044,18.5,3.553333,-5617.55161871729,2.2562922349702734e-07
5.597642426771427,18.5,3.935,-5547.551483716245,2.2562922349702734e-07
5.569427998407264,18.5,3.935,-5549.670908345299,2.2562922349702734e-07
5.558208352798875,18.5,3.935,-5550.233699775775,2.2562922349702734e-07
5.553590098338873,18.5,3.935,-5550.192348209966,2.2562922349702734e-07
5.551536335485458,18.5,3.935,-5549.9168096575195,2.2562922349702734e-07
5.550479099755399,18.5,3.935,-5549.550777109802,2.2562922349702734e-07
5.538604615210762,18.5,4.148333,-5510.184081332686,2.2562922349702734e-07
5.522506961933686,18.5,4.148333,-5511.118958699879,2.2562922349702734e-07
5.515952129347579,18.5,4.148333,-5511.180262004003,2.2562922349702734e-07
5.513104323523795,18.5,4.148333,-5510.902804846714,2.2562922349702734e-07
5.5116968813292715,18.5,4.148333,-5510.494311501991,2.2562922349702734e-07
5.5108494188225,18.5,4.148333,-5510.035462112401,2.2562922349702734e-07
5.493237746780733,18.5,4.471667,-5450.499561185081,2.2562922349702734e-07
5.469081696647186,18.5,4.471667,-5452.058818099458,2.2562922349702734e-07
5.45933303620086,18.5,4.471667,-5452.298895389617,2.2562922349702734e-07
5.455180966276067,18.5,4.471667,-5452.027247596792,2.2562922349702734e-07
5.453203295605499,18.5,4.471667,-5451.557495822379,2.2562922349702734e-07
5.452070821884172,18.5,4.471667,-5451.01145134496,2.2562922349702734e-07
5.430958770502343,18.5,4.858333,-5379.810586129204,2.2562922349702734e-07
5.402046954197544,18.5,4.858333,-5381.669282086161,2.2562922349702734e-07
5.390374717106352,18.5,4.858333,-5381.949487797669,2.2562922349702734e-07
5.38539929269009,15.0,4.858333,-5381.617381743432,2.2562922349702734e-07
0.0,15.0,4.858333,-5175.796186941106,2.2562922349702734e-07
0.0,15.0,4.858333,-4780.455943600193,2.2562922349702734e-07
0.0,18.5,5.261667,-4342.772730770956,2.2562922349702734e-07
8.0,15.0,5.261667,-4316.309627213442,2.2562922349702734e-07
0.0,15.0,5.261667,-4291.880681264355,2.2562922349702734e-07
0.0,15.0,5.261667,-3964.288893475758,2.2562922349702734e-07
0.0,15.0,5.261667,-3661.8737579552053,2.2562922349702734e-07
0.0,15.0,5.261667,-3504.877497580197,2.2562922349702734e-07
0.0,15.0,3.993333,-3698.6011321390815,2.2562922349702734e-07
3.5204966826816646,15.0,3.993333,-3661.7441537471445,2.2562922349702734e-07
3.599852113720897,15.0,3.993333,-3655.1672455339285,2.2562922349702734e-07
3.631065899701321,15.0,3.993333,-3653.00099772701,2.2562922349702734e-07
3.6435789718794696,15.0,3.993333,-3652.547328579977,2.2562922349702734e-07
3.6488273361192345,15.0,3.993333,-3652.75819926212,2.2562922349702734e-07
3.676900428478962,15.0,3.505,-3742.422262397744,2.2562922349702734e-07
3.713889436448403,15.0,3.505,-3739.902941097003,2.2562922349702734e-07
3.7287443389581996,15.0,3.505,-3739.410534712687,2.2562922349702734e-07
3.735000748762991,15.0,3.505,-3739.7045886565584,2.2562922349702734e-07
3.737916370680455,15.0,3.505,-3740.3032687175055,2.2562922349702734e-07
3.7395334714324804,15.0,3.505,-3741.0194162056123,2.2562922349702734e-07
3.7181485002771297,15.0,3.933333,-3663.543868337094,2.2562922349702734e-07
3.687783886149612,15.0,3.933333,-3667.029043609514,2.2562922349702734e-07
3.6763830536756927,15.0,3.933333,-3668.775059147675,2.2562922349702734e-07
3.672347308077315,15.0,3.933333,-3669.844867659677,2.2562922349702734e-07
3.671171544639424,15.0,3.933333,-3670.6513370643042,2.2562922349702734e-07
3.6711059288023993,15.0,3.933333,-3671.3548313690712,2.2562922349702734e-07
3.6718209262207213,15.0,3.926667,-3673.235205505882,2.2562922349702734e-07
3.672839117498029,15.0,3.926667,-3673.839380549087,2.2562922349702734e-07
3.673624954109687,15.0,3.926667,-3674.4636149564312,2.2562922349702734e-07
3.6743198529130954,15.0,3.926667,-3675.094950931186,2.2562922349702734e-07
3.6749787417952575,15.0,3.926667,-3675.7283568656285,2.2562922349702734e-07
3.675622956018447,15.0,3.926667,-3676.361879709708,2.2562922349702734e-07
3.6738972099432203,15.0,3.971667,-3668.775368822631,2.2562922349702734e-07
3.671245639230779,15.0,3.971667,-3669.691793357785,2.2562922349702734e-07
3.6705927133840763,15.0,3.971667,-3670.4238624580044,2.2562922349702734e-07
3.670715371470374,15.0,3.971667,-3671.083664417058,2.2562922349702734e-07
3.6711385905651355,15.0,3.971667,-3671.7147343488928,2.2562922349702734e-07
3.6716778786730746,15.0,3.971667,-3672.3339819546195,2.2562922349702734e-07
3.6986311240467105,15.0,3.423333,-3764.6507441963477,2.2562922349702734e-07
3.735899971866343,15.0,3.423333,-3762.1044802191736,2.2562922349702734e-07
3.7508620005830835,15.0,3.423333,-3761.6009618917697,2.2562922349702734e-07
3.757158965397059,15.0,3.423333,-3761.8900073053496,2.2562922349702734e-07
3.7600894891491636,15.0,3.423333,-3762.486032353544,2.2562922349702734e-07
3.7617116074449544,15.0,3.423333,-3763.2004332182837,2.2562922349702734e-07
3.7036422101114455,18.5,2.96,-3558.0969111507934,2.2562922349702734e-07
8.0,18.5,2.96,-3733.6205489340755,2.2562922349702734e-07
8.0,18.5,2.96,-4059.8544865977246,2.2562922349702734e-07
8.0,18.5,2.96,-4361.015425712717,2.2562922349702734e-07
8.0,18.5,2.96,-4639.030528277278,2.2562922349702734e-07
8.0,18.5,2.96,-4895.6788304827705,2.2562922349702734e-07
8.0,18.5,2.848333,-4887.047865702767,2.2562922349702734e-07
6.811600219878665,18.5,2.848333,-5073.816450673416,2.2562922349702734e-07
5.838028725956838,18.5,2.848333,-5162.917085951484,2.2562922349702734e-07
5.459774248437498,18.5,2.848333,-5197.460726236694,2.2562922349702734e-07
5.312778886226534,18.5,2.848333,-5210.811084045944,2.2562922349702734e-07
5.2556140112511915,18.5,2.848333,-5215.929240525275,2.2562922349702734e-07
5.251079140200978,18.5,3.015,-5279.548472351876,2.2562922349702734e-07
5.266971312626243,18.5,3.015,-5277.9149232547015,2.2562922349702734e-07
5.2730450837732405,18.5,3.015,-5277.181493024706,2.2562922349702734e-07
5.27530531817888,18.5,3.015,-5276.79787142394,2.2562922349702734e-07
5.276084466930411,18.5,3.015,-5276.550302779271,2.2562922349702734e-07
5.27628851073348,18.5,3.015,-5276.3557588336125,2.2562922349702734e-07
5.207854172053203,18.5,3.418333,-5038.228004077484,2.2562922349702734e-07
5.112715059005223,18.5,3.418333,-5046.613418880696,2.2562922349702734e-07
5.075574420606791,18.5,3.418333,-5049.684222634976,2.2562922349702734e-07
5.060962020514399,18.5,3.418333,-5050.691047681898,2.2562922349702734e-07
5.055100354349839,18.5,3.418333,-5050.896518194638,2.2562922349702734e-07
5.052637955584714,18.5,3.418333,-5050.791062752324,2.2562922349702734e-07
4.953350183393969,18.5,3.826667,-4709.2003564874285,2.2562922349702734e-07
4.8164073260142235,18.5,3.826667,-4721.254806631274,2.2562922349702734e-07
