HP dynamic modelling [kW],T_setpoint [C°],T_out [C°],P net=(P_irr+Q_cond-Q_inf) [kW],Efficiency [K/J]
8.0,20.0,12.0,-10094.331346302362,3.867929545663325e-07
8.0,20.0,12.0,-9491.790366294103,3.867929545663325e-07
8.0,20.0,12.0,-9066.482005859107,3.867929545663325e-07
8.0,14.5,12.0,-8748.67675550849,3.867929545663325e-07
0.0,14.5,12.0,-7526.133463964579,3.867929545663325e-07
0.0,14.5,12.0,-5625.915818155155,3.867929545663325e-07
0.0,14.5,12.0,-4376.400574727074,3.867929545663325e-07
3.4779648069061526,14.5,12.0,-3879.5616737268065,3.867929545663325e-07
3.742196523845701,14.5,12.0,-3797.243395465821,3.867929545663325e-07
3.7664318316783696,14.5,12.0,-3761.4464196826702,3.867929545663325e-07
3.749253609000539,14.5,12.0,-3734.1220867596435,3.867929545663325e-07
3.725271681442303,14.5,12.0,-3708.631078759354,3.867929545663325e-07
3.7966736426058905,14.5,11.0,-3941.5290233795413,3.867929545663325e-07
3.8872884289658263,14.5,11.0,-3901.942755265481,3.867929545663325e-07
3.8876883043716592,14.5,11.0,-3880.0197065871253,3.867929545663325e-07
3.872748875621835,14.5,11.0,-3861.410475192528,3.867929545663325e-07
3.855425068511545,14.5,11.0,-3843.6267374894583,3.867929545663325e-07
3.837943845307189,14.5,11.0,-3826.2352430079472,3.867929545663325e-07
3.82068413758941,14.5,11.0,-3809.156854400523,3.867929545663325e-07
3.8037066971099764,14.5,11.0,-3792.3735011597073,3.867929545663325e-07
3.787017566804741,14.5,11.0,-3775.877709377649,3.867929545663325e-07
3.7706134501260067,14.5,11.0,-3759.663909084589,3.867929545663325e-07
3.7544895215372662,14.5,11.0,-3743.7269360494665,3.867929545663325e-07
3.7386407697865254,14.5,11.0,-3728.0617724197296,3.867929545663325e-07
3.723062227737478,14.5,11.0,-3712.6635006792303,3.867929545663325e-07
3.7077490105449216,14.5,11.0,-3697.527294354685,3.867929545663325e-07
3.692696320864991,14.5,11.0,-3682.6484150727056,3.867929545663325e-07
3.677899448416156,14.5,11.0,-3668.022210734371,3.867929545663325e-07
3.6633537685925717,14.5,11.0,-3653.644113906094,3.867929545663325e-07
3.6490547409380727,14.5,11.0,-3639.509640271324,3.867929545663325e-07
3.731181017198242,14.5,10.0,-3883.329780258029,3.867929545663325e-07
3.8325496246281094,14.5,10.0,-3854.4294668034086,3.867929545663325e-07
3.843569117882817,14.5,10.0,-3842.9916793472703,3.867929545663325e-07
3.8390609057129157,14.5,10.0,-3834.681509804608,3.867929545663325e-07
3.831979367623785,14.5,10.0,-3827.0147767434573,3.867929545663325e-07
3.824557512241836,14.5,10.0,-3819.5610355181357,3.867929545663325e-07
3.8171784900951935,14.5,10.0,-3812.244232477366,3.867929545663325e-07
3.8099065053296957,14.5,10.0,-3805.0494567877086,3.867929545663325e-07
3.8027508239587635,14.5,10.0,-3797.9723685754043,3.867929545663325e-07
3.7957112802907433,14.5,10.0,-3791.010481271059,3.867929545663325e-07
3.7887861165806727,14.5,10.0,-3784.161659068974,3.867929545663325e-07
3.7819733325128713,20.0,10.0,-3777.4238575986938,3.867929545663325e-07
8.0,20.0,10.0,-4286.566008481834,3.867929545663325e-07
8.0,20.0,10.0,-5191.985934458422,3.867929545663325e-07
8.0,20.0,10.0,-5870.252034896376,3.867929545663325e-07
8.0,20.0,10.0,-6378.434432550548,3.867929545663325e-07
8.0,20.0,10.0,-6759.263853921221,3.867929545663325e-07
8.0,20.0,10.0,-7044.734549938744,3.867929545663325e-07
8.0,20.0,10.0,-6904.879048607567,3.867929545663325e-07
8.0,20.0,10.0,-7152.4191073680895,3.867929545663325e-07
8.0,20.0,10.0,-7338.102935933143,3.867929545663325e-07
8.0,20.0,10.0,-7477.467945857548,3.867929545663325e-07
8.0,20.0,10.0,-7582.147675641545,3.867929545663325e-07
8.0,20.0,10.0,-7660.8526784465075,3.867929545663325e-07
8.0,20.0,10.0,-7310.578679472061,3.867929545663325e-07
8.0,20.0,10.0,-7455.859804812744,3.867929545663325e-07
8.0,20.0,10.0,-7564.980880023407,3.867929545663325e-07
8.0,20.0,10.0,-7647.022852174262,3.867929545663325e-07
8.0,20.0,10.0,-7708.785049384251,3.867929545663325e-07
8.0,20.0,10.0,-7755.358460405102,3.867929545663325e-07
8.0,20.0,11.0,-6310.54180659233,3.867929545663325e-07
7.862871427643245,20.0,11.0,-6646.460731723078,3.867929545663325e-07
7.0099660233022405,20.0,11.0,-6771.105695844844,3.867929545663325e-07
6.827221567667767,20.0,11.0,-6768.006726306722,3.867929545663325e-07
6.769355500913344,20.0,11.0,-6741.637441615236,3.867929545663325e-07
6.733624548401394,20.0,11.0,-6711.666632390605,3.867929545663325e-07
6.171992547124546,20.0,12.0,-5253.738242714684,3.867929545663325e-07
5.516198839099798,20.0,12.0,-5335.865803184629,3.867929545663325e-07
5.371963337205694,20.0,12.0,-5320.746888394651,3.867929545663325e-07
5.317600767932664,20.0,12.0,-5289.142189223716,3.867929545663325e-07
5.2793453561920165,15.0,12.0,-5255.168402158324,3.867929545663325e-07
0.0,15.0,12.0,-4575.52029718173,3.867929545663325e-07
0.0,15.0,12.0,-3896.6690008532396,3.867929545663325e-07
0.0,15.0,12.0,-2911.3783257483146,3.867929545663325e-07
0.0,15.0,12.0,-2173.712861312181,3.867929545663325e-07
0.0,15.0,12.0,-1621.4534062866514,3.867929545663325e-07
0.0,15.0,12.0,-1208.0139909345178,3.867929545663325e-07
0.0,15.0,12.0,-898.5138651138841,3.867929545663325e-07
0.0,15.0,12.0,-601.5511972322091,3.867929545663325e-07
0.0,15.0,12.0,-444.1789779441398,3.867929545663325e-07
0.0,15.0,12.0,-326.40891821081357,3.867929545663325e-07
0.0,15.0,12.0,-238.28976934086893,3.867929545663325e-07
0.0,15.0,12.0,-172.3706482208913,3.867929545663325e-07
0.0,15.0,12.0,-123.07279434375758,3.867929545663325e-07
0.0,15.0,12.0,-1577.083178268114,3.867929545663325e-07
0.0,20.0,12.0,-1479.7165184649643,3.867929545663325e-07
8.0,20.0,12.0,-2254.0840851366966,3.867929545663325e-07
8.0,20.0,12.0,-3660.197791896142,3.867929545663325e-07
8.0,20.0,12.0,-4713.471206396053,3.867929545663325e-07
8.0,20.0,12.0,-5502.552890367107,3.867929545663325e-07
8.0,20.0,12.0,-7388.56236167785,3.867929545663325e-07
8.0,20.0,12.0,-7513.659585631728,3.867929545663325e-07
8.0,20.0,12.0,-7607.668229731348,3.867929545663325e-07
8.0,20.0,12.0,-7678.394993385007,3.867929545663325e-07
8.0,20.0,12.0,-7731.685124804393,3.867929545663325e-07
7.9293064298784435,20.0,12.0,-7759.337383944151,3.867929545663325e-07
7.908420023094687,20.0,11.0,-8057.993406694628,3.867929545663325e-07
8.0,20.0,11.0,-8017.512016013177,3.867929545663325e-07
8.0,20.0,11.0,-7994.017433201226,3.867929545663325e-07
7.99427263087971,15.0,11.0,-7975.78608348625,3.867929545663325e-07
0.0,15.0,11.0,-6977.131770711124,3.867929545663325e-07
0.0,15.0,11.0,-5245.093367018253,3.867929545663325e-07
0.0,15.0,11.0,-3947.9577578826047,3.867929545663325e-07
0.0,15.0,11.0,-3124.991491575808,3.867929545663325e-07
0.0,15.0,11.0,-2834.4035123037697,3.867929545663325e-07
0.0,15.0,11.0,-2812.2160090911125,3.867929545663325e-07
3.2844221433949317,20.0,11.0,-2758.3686693631935,3.867929545663325e-07
8.0,20.0,11.0,-3359.0714520784304,3.867929545663325e-07
8.0,20.0,11.0,-4505.39515010894,3.867929545663325e-07
8.0,20.0,11.0,-5363.924344493734,3.867929545663325e-07
8.0,20.0,11.0,-6006.967284852706,3.867929545663325e-07
8.0,15.0,11.0,-6488.664066657469,3.867929545663325e-07
0.0,15.0,11.0,-5864.330337593594,3.867929545663325e-07
0.0,15.0,11.0,-4411.6122091447,3.867929545663325e-07
0.0,15.0,11.0,-3323.619022998633,3.867929545663325e-07
0.0,15.0,11.0,-2820.767269402199,3.867929545663325e-07
0.0,15.0,11.0,-2782.5743125264457,3.867929545663325e-07
3.4091953453132877,15.0,11.0,-2719.751268834933,3.867929545663325e-07
4.192708937301961,15.0,11.0,-2577.354923960362,3.867929545663325e-07
4.788778498265083,15.0,11.0,-2470.9770431010857,3.867929545663325e-07
4.996456908459663,15.0,11.0,-2438.9187419174505,3.867929545663325e-07
5.0717941344575825,15.0,11.0,-2432.0803444192356,3.867929545663325e-07
5.103846061350055,15.0,11.0,-2433.3888026725426,3.867929545663325e-07
5.121756430133428,15.0,11.0,-2437.2588975810045,3.867929545663325e-07
5.134959530652669,15.0,11.0,-2441.8844305047483,3.867929545663325e-07
5.146501573812555,15.0,11.0,-2446.6839865322813,3.867929545663325e-07
4.189841235975609,15.0,10.0,-2912.0751774952823,3.867929545663325e-07
0.0,20.0,10.0,-3151.566297706647,3.867929545663325e-07
8.0,20.0,10.0,-3796.7536730774495,3.867929545663325e-07
8.0,20.0,10.0,-4839.050913960176,3.867929545663325e-07
8.0,20.0,10.0,-5619.617557552673,3.867929545663325e-07
8.0,20.0,10.0,-6204.214026517263,3.867929545663325e-07
8.0,20.0,10.0,-6642.07778485674,3.867929545663325e-07
8.0,20.0,10.0,-6970.074901638149,3.867929545663325e-07
8.0,20.0,10.0,-7215.808491597227,3.867929545663325e-07
8.0,20.0,10.0,-7399.946127969558,3.867929545663325e-07
8.0,20.0,10.0,-7537.962468792072,3.867929545663325e-07
8.0,20.0,10.0,-7641.44403031186,3.867929545663325e-07
8.0,20.0,10.0,-7719.0661225661925,3.867929545663325e-07
8.0,20.0,10.0,-7777.3243197861475,3.867929545663325e-07
8.0,20.0,10.0,-7821.082141294763,3.867929545663325e-07
8.0,20.0,10.0,-7853.981121914936,3.867929545663325e-07
8.0,20.0,10.0,-7878.7478479432975,3.867929545663325e-07
8.0,20.0,10.0,-7897.423847154474,3.867929545663325e-07
8.0,20.0,10.0,-7911.5377165574,3.867929545663325e-07
8.0,20.0,10.0,-7922.23400126617,3.867929545663325e-07
8.0,14.5,10.0,-7930.369691216605,3.867929545663325e-07
0.0,14.5,10.0,-6951.365264638073,3.867929545663325e-07
0.0,14.5,10.0,-5232.995693910646,3.867929545663325e-07
0.0,20.0,10.0,-3946.0045760303674,3.867929545663325e-07
8.0,14.5,11.0,-3725.22546799447,3.867929545663325e-07
0.0,14.5,11.0,-3794.7195011664708,3.867929545663325e-07
0.0,14.5,11.0,-2861.505996980599,3.867929545663325e-07
0.0,20.0,11.0,-2323.4318193555005,3.867929545663325e-07
8.0,20.0,11.0,-2905.5399723902547,3.867929545663325e-07
8.0,20.0,11.0,-4165.6916793465425,3.867929545663325e-07
8.0,20.0,10.0,-5351.45626366042,3.867929545663325e-07
8.0,14.5,10.0,-6004.59957961156,3.867929545663325e-07
0.0,14.5,10.0,-5508.550833895425,3.867929545663325e-07
0.0,14.5,10.0,-4151.802060865142,3.867929545663325e-07
0.0,14.5,10.0,-3135.5833626142376,3.867929545663325e-07
0.0,14.5,10.0,-2561.425277827162,3.867929545663325e-07
0.0,14.5,10.0,-2415.411057894615,3.867929545663325e-07
3.318766803727431,14.5,10.0,-2401.126398302326,3.867929545663325e-07
0.0,14.5,10.0,-2440.394764980809,3.867929545663325e-07
3.2400375730941393,14.5,10.0,-2447.7712635220737,3.867929545663325e-07
3.6685466034386085,14.5,10.0,-2381.2096835733782,3.867929545663325e-07
4.120643707848422,14.5,10.0,-2309.901170785854,3.867929545663325e-07
4.486640883599534,14.5,10.0,-2255.1149825104276,3.867929545663325e-07
4.622525626353377,14.5,10.0,-2244.1703829867906,3.867929545663325e-07
4.681918144623057,14.5,10.0,-2247.6153358481993,3.867929545663325e-07
4.716209902489834,14.5,10.0,-2255.6009588512707,3.867929545663325e-07
4.7421241236066285,14.5,10.0,-2264.925639393129,3.867929545663325e-07
4.765070765875566,14.5,10.0,-2274.556863895393,3.867929545663325e-07
4.786799355474341,14.5,10.0,-2284.163873878089,3.867929545663325e-07
4.8078779150802236,14.5,10.0,-2293.6423641887923,3.867929545663325e-07
4.828493394481939,14.5,10.0,-2302.96101242329,3.867929545663325e-07
4.848709886151005,14.5,10.0,-2312.111971073998,3.867929545663325e-07
4.868551896392194,14.5,10.0,-2321.094902955864,3.867929545663325e-07
4.888031188536388,14.5,10.0,-2329.911835913891,3.867929545663325e-07
4.90715542722453,14.5,10.0,-2338.5655068904116,3.867929545663325e-07
4.925930954385217,14.5,10.0,-2347.0588311216934,3.867929545663325e-07
4.944363674129864,14.5,10.0,-2355.394733885512,3.867929545663325e-07
4.962459329335434,14.5,10.0,-2363.5760988477996,3.867929545663325e-07
4.980223583514203,14.5,10.0,-2371.6057537084585,3.867929545663325e-07
4.99766204119095,14.5,10.0,-2379.4864676052134,3.867929545663325e-07
4.870995084741503,14.5,11.0,-2138.5868540069628,3.867929545663325e-07
4.6944001127177675,14.5,11.0,-2176.3076380331977,3.867929545663325e-07
4.641776405028622,14.5,11.0,-2190.1770950993528,3.867929545663325e-07
4.628692354635632,20.0,11.0,-2196.3849337225474,3.867929545663325e-07
8.0,20.0,11.0,-2914.9248709089125,3.867929545663325e-07
8.0,20.0,11.0,-4167.829816992869,3.867929545663325e-07
8.0,20.0,11.0,-4975.568533415669,3.867929545663325e-07
8.0,20.0,11.0,-5710.581469097187,3.867929545663325e-07
8.0,20.0,11.0,-6261.217945147461,3.867929545663325e-07
8.0,20.0,11.0,-6673.800368168997,3.867929545663325e-07
8.0,20.0,11.0,-6983.01221586571,3.867929545663325e-07
8.0,20.0,11.0,-7214.82243757198,3.867929545663325e-07
8.0,20.0,11.0,-7372.2774533217125,3.867929545663325e-07
8.0,20.0,11.0,-7506.7590664939025,3.867929545663325e-07
8.0,20.0,11.0,-7607.7313922941785,3.867929545663325e-07
8.0,20.0,11.0,-7683.6102029856165,3.867929545663325e-07
8.0,20.0,11.0,-7740.696772176898,3.867929545663325e-07
8.0,20.0,11.0,-7783.70916388778,3.867929545663325e-07
7.750401207767505,20.0,11.0,-6916.866605763441,3.867929545663325e-07
7.162636655640426,14.5,11.0,-7004.571397930176,3.867929545663325e-07
0.0,14.5,11.0,-6136.642043601038,3.867929545663325e-07
0.0,14.5,11.0,-4608.317188975817,3.867929545663325e-07
0.0,14.5,11.0,-3463.8099512477293,3.867929545663325e-07
0.0,14.5,11.0,-2606.6847737534035,3.867929545663325e-07
0.0,14.5,11.0,-2549.188931608155,3.867929545663325e-07
0.0,20.0,11.0,-1977.1319733970993,3.867929545663325e-07
8.0,20.0,11.0,-2533.8217556573113,3.867929545663325e-07
8.0,20.0,11.0,-3883.5590403214023,3.867929545663325e-07
8.0,20.0,11.0,-4894.446767271444,3.867929545663325e-07
8.0,20.0,11.0,-5651.6205458405875,3.867929545663325e-07
8.0,20.0,12.0,-6029.010636910334,3.867929545663325e-07
8.0,20.0,12.0,-6494.871758436299,3.867929545663325e-07
8.0,20.0,12.0,-6844.037587154454,3.867929545663325e-07
8.0,14.5,12.0,-7096.780941649928,3.867929545663325e-07
0.0,14.5,12.0,-6301.144145556325,3.867929545663325e-07
0.0,14.5,12.0,-4729.329640073848,3.867929545663325e-07
0.0,14.5,12.0,-3662.164415884829,3.867929545663325e-07
0.0,14.5,12.0,-2753.713430002107,3.867929545663325e-07
0.0,14.5,12.0,-2073.3534149419193,3.867929545663325e-07
0.0,20.0,12.0,-1696.6551824902028,3.867929545663325e-07
8.0,20.0,12.0,-2399.696635006819,3.867929545663325e-07
8.0,20.0,12.0,-3778.5575956707676,3.867929545663325e-07
8.0,20.0,12.0,-4664.076582046713,3.867929545663325e-07
8.0,20.0,12.0,-5473.84337083072,3.867929545663325e-07
8.0,20.0,12.0,-6080.492246515357,3.867929545663325e-07
8.0,20.0,12.0,-6535.054046192595,3.867929545663325e-07
8.0,20.0,12.0,-6869.053701799086,3.867929545663325e-07
7.431947628580679,20.0,12.0,-7040.17699319255,3.867929545663325e-07
7.286598812599141,20.0,12.0,-7439.713142626873,3.867929545663325e-07
7.381697809984804,20.0,12.0,-7396.6328320026705,3.867929545663325e-07
7.381108848961389,20.0,12.0,-7372.295397867478,3.867929545663325e-07
7.36421996985996,20.0,12.0,-7351.486539380319,3.867929545663325e-07
7.3447889815672625,15.0,12.0,-7331.563611160594,3.867929545663325e-07
0.0,15.0,12.0,-6410.008036356926,3.867929545663325e-07
0.0,15.0,11.0,-5105.036744279088,3.867929545663325e-07
0.0,20.0,11.0,-3845.5834823861433,3.867929545663325e-07
8.0,20.0,11.0,-3887.4866849238556,3.867929545663325e-07
8.0,20.0,11.0,-4904.023905569165,3.867929545663325e-07
8.0,20.0,11.0,-5665.340381463582,3.867929545663325e-07
8.0,20.0,11.0,-6235.5603605389615,3.867929545663325e-07
8.0,20.0,11.0,-6662.696244698273,3.867929545663325e-07
8.0,20.0,11.0,-6982.696857190015,3.867929545663325e-07
8.0,20.0,11.0,-7222.478541116567,3.867929545663325e-07
8.0,20.0,11.0,-7399.515929010252,3.867929545663325e-07
7.707437702124299,20.0,11.0,-7491.112888393779,3.867929545663325e-07
7.550587369315053,20.0,11.0,-7506.283746413794,3.867929545663325e-07
7.5132578363624365,20.0,11.0,-7498.798085362032,3.867929545663325e-07
7.496765291322163,20.0,11.0,-7487.554594354335,3.867929545663325e-07
7.484022338714181,20.0,11.0,-7475.822185808951,3.867929545663325e-07
7.47208235729272,20.0,11.0,-7464.161172519689,3.867929545663325e-07
7.460435223845298,20.0,11.0,-7452.665229087843,3.867929545663325e-07
7.448990373519973,20.0,11.0,-7441.347736855678,3.867929545663325e-07
7.437729501950958,20.0,11.0,-7430.208307735244,3.867929545663325e-07
7.426646786638958,20.0,11.0,-7419.24423353431,3.867929545663325e-07
7.415738600494911,20.0,11.0,-7408.452455045433,3.867929545663325e-07
7.4050017416510405,20.0,11.0,-7397.82989986118,3.867929545663325e-07
7.394433128208334,20.0,11.0,-7387.373539602725,3.867929545663325e-07
7.3840297449102765,20.0,11.0,-7377.0803989144315,3.867929545663325e-07
7.470012770826497,20.0,10.0,-7624.65509035956,3.867929545663325e-07
7.575133283369087,20.0,10.0,-7599.436915652611,3.867929545663325e-07
7.589775828259099,20.0,10.0,-7591.615157545526,3.867929545663325e-07
7.58883853743173,20.0,10.0,-7586.841884876748,3.867929545663325e-07
7.585263859832503,20.0,10.0,-7582.636844318164,3.867929545663325e-07
7.581278828590531,20.0,10.0,-7578.572348676658,3.867929545663325e-07
7.577265805436809,20.0,10.0,-7574.574078828187,3.867929545663325e-07
7.573289798781412,20.0,10.0,-7570.628524441052,3.867929545663325e-07
7.5693612555678556,20.0,10.0,-7566.732645645099,3.867929545663325e-07
7.565481257101124,20.0,10.0,-7562.885215388264,3.867929545663325e-07
7.561649288390663,20.0,10.0,-7559.085330870499,3.867929545663325e-07
7.557864572972631,20.0,10.0,-7555.332157521201,3.867929545663325e-07
7.554126301956945,20.0,10.0,-7551.624884794841,3.867929545663325e-07
7.5504336731276,20.0,10.0,-7547.962718357008,3.867929545663325e-07
7.5467858974309365,20.0,10.0,-7544.344878523256,3.867929545663325e-07
7.543182199870216,14.5,10.0,-7540.770599775206,3.867929545663325e-07
0.0,14.5,10.0,-6608.725634057471,3.867929545663325e-07
0.0,14.5,10.0,-4981.70296638345,3.867929545663325e-07
0.0,14.5,10.0,-3763.039561854526,3.867929545663325e-07
0.0,14.5,10.0,-2850.1370199547,3.867929545663325e-07
0.0,14.5,10.0,-2166.175770468355,3.867929545663325e-07
0.0,14.5,10.0,-1829.1856421955283,3.867929545663325e-07
0.0,14.5,10.0,-1812.0815305596664,3.867929545663325e-07
0.0,14.5,10.0,-1871.8175447898016,3.867929545663325e-07
0.0,14.5,9.0,-2167.41992296924,3.867929545663325e-07
0.0,14.5,9.0,-2175.62713433013,3.867929545663325e-07
0.0,14.5,9.0,-2160.996170717228,3.867929545663325e-07
3.5018367142870606,14.5,9.0,-2118.7115632249356,3.867929545663325e-07
3.629938551237456,14.5,9.0,-2123.73412305292,3.867929545663325e-07
3.6434643444883594,14.5,9.0,-2149.838125278461,3.867929545663325e-07
3.674491036800282,14.5,9.0,-2172.0746600709467,3.867929545663325e-07
3.7091836859748812,14.5,9.0,-2193.1031509564305,3.867929545663325e-07
3.744281575994046,14.5,9.0,-2213.5573097227716,3.867929545663325e-07
3.7790173799107496,14.5,9.0,-2233.593062085263,3.867929545663325e-07
3.813214252362582,14.5,9.0,-2253.2530627691654,3.867929545663325e-07
3.798151231014481,14.5,9.0,-2282.042671437459,3.867929545663325e-07
4.173644693432834,14.5,8.0,-2512.0008509577424,3.867929545663325e-07
4.7331488918475655,14.5,8.0,-2437.131516102927,3.867929545663325e-07
4.950771517757551,14.5,8.0,-2427.249531241566,3.867929545663325e-07
5.053673286353933,14.5,8.0,-2438.805218713952,3.867929545663325e-07
5.118789621669965,14.5,8.0,-2457.056872362353,3.867929545663325e-07
4.973362501428506,14.5,8.0,-2515.026889459364,3.867929545663325e-07
4.956799282579914,14.5,8.0,-2547.760823144136,3.867929545663325e-07
4.977103807222284,14.5,8.0,-2572.9044616726806,3.867929545663325e-07
5.013222642611481,14.5,8.0,-2594.506793771632,3.867929545663325e-07
5.045424016918401,14.5,8.0,-2616.3552076157653,3.867929545663325e-07
4.882407371186878,14.5,8.0,-2675.0275020978643,3.867929545663325e-07
4.865348462358998,14.5,8.0,-2705.2364441701293,3.867929545663325e-07
4.946266293954364,14.5,9.0,-2440.101163977193,3.867929545663325e-07
5.0558915652157,14.5,9.0,-2438.3645892239033,3.867929545663325e-07
5.111119305801026,14.5,9.0,-2446.7174671058087,3.867929545663325e-07
5.148366335437209,14.5,9.0,-2458.183294615571,3.867929545663325e-07
4.981924384032448,14.5,9.0,-2508.263950336826,3.867929545663325e-07
4.946388172766479,20.0,9.0,-2532.9236151192126,3.867929545663325e-07
8.0,20.0,9.0,-3197.1896547701685,3.867929545663325e-07
8.0,20.0,9.0,-4392.701781477591,3.867929545663325e-07
8.0,20.0,9.0,-5287.963426214514,3.867929545663325e-07
8.0,20.0,9.0,-5958.413827849796,3.867929545663325e-07
8.0,20.0,9.0,-6460.537360218986,3.867929545663325e-07
8.0,14.5,9.0,-6836.626137347752,3.867929545663325e-07
0.0,14.5,9.0,-6133.124742472036,3.867929545663325e-07
0.0,14.5,9.0,-4621.03714414379,3.867929545663325e-07
0.0,14.5,9.0,-3488.4994243001065,3.867929545663325e-07
0.0,14.5,9.0,-2981.010176633075,3.867929545663325e-07
3.5820897655166166,14.5,9.0,-2858.142069569136,3.867929545663325e-07
4.55226092847986,14.5,9.0,-2688.357751629587,3.867929545663325e-07
4.899874576517096,14.5,9.0,-2637.7422367960717,3.867929545663325e-07
5.033050279578447,14.5,9.0,-2627.9649047103294,3.867929545663325e-07
4.211737889378537,14.5,9.0,-2799.95421289756,3.867929545663325e-07
3.69166769663824,14.5,9.0,-2913.7921501055953,3.867929545663325e-07
4.613330536700255,14.5,9.0,-2752.0201125419044,3.867929545663325e-07
4.107985269353913,14.5,9.0,-2862.643102201204,3.867929545663325e-07
3.7233099203121927,14.5,9.0,-2843.131230459645,3.867929545663325e-07
4.641906088788073,14.5,9.0,-2680.9557068634417,3.867929545663325e-07
4.935675658394155,20.0,9.0,-2638.468507573579,3.867929545663325e-07
8.0,20.0,9.0,-3323.1873231808804,3.867929545663325e-07
8.0,14.5,9.0,-4484.07067692045,3.867929545663325e-07
0.0,14.5,9.0,-4368.223354577412,3.867929545663325e-07
0.0,20.0,9.0,-3326.3175666432458,3.867929545663325e-07
8.0,20.0,9.0,-3634.815260940535,3.867929545663325e-07
8.0,20.0,9.0,-4716.571361036719,3.867929545663325e-07
8.0,20.0,9.0,-5526.710354196938,3.867929545663325e-07
8.0,20.0,9.0,-6133.47635031067,3.867929545663325e-07
8.0,20.0,9.0,-6587.966454159675,3.867929545663325e-07
8.0,20.0,9.0,-6849.166037704528,3.867929545663325e-07
8.0,20.0,9.0,-7123.7400076740205,3.867929545663325e-07
8.0,20.0,9.0,-7329.503238290362,3.867929545663325e-07
8.0,20.0,9.0,-7483.742726895992,3.867929545663325e-07
8.0,20.0,9.0,-7599.401966176969,3.867929545663325e-07
8.0,20.0,9.0,-7686.172294279198,3.867929545663325e-07
8.0,20.0,9.0,-7772.375245226786,3.867929545663325e-07
8.0,20.0,9.0,-7816.138945895917,3.867929545663325e-07
8.0,20.0,9.0,-7849.069869137292,3.867929545663325e-07
8.0,20.0,9.0,-7873.887658243575,3.867929545663325e-07
8.0,20.0,9.0,-7892.628647922681,3.867929545663325e-07
8.0,20.0,9.0,-7906.817552290453,3.867929545663325e-07
8.0,20.0,9.0,-7839.970024836004,3.867929545663325e-07
8.0,20.0,9.0,-7867.26133528536,3.867929545663325e-07
8.0,20.0,9.0,-7887.851493988876,3.867929545663325e-07
8.0,20.0,9.0,-7903.422129703238,3.867929545663325e-07
8.0,20.0,9.0,-7915.232373205585,3.867929545663325e-07
8.0,20.0,9.0,-7924.225013924576,3.867929545663325e-07
8.0,20.0,9.0,-8025.6605751273555,3.867929545663325e-07
8.0,20.0,9.0,-8007.731558319833,3.867929545663325e-07
8.0,20.0,9.0,-7994.444497207328,3.867929545663325e-07
8.0,20.0,9.0,-7984.631205160858,3.867929545663325e-07
8.0,20.0,9.0,-7977.417039900429,3.867929545663325e-07
8.0,20.0,9.0,-7972.147147068804,3.867929545663325e-07
8.0,20.0,8.0,-8103.358506490035,3.867929545663325e-07
8.0,20.0,8.0,-8073.189383379183,3.867929545663325e-07
8.0,15.0,8.0,-8050.644562274654,3.867929545663325e-07
0.0,15.0,8.0,-7048.586572321271,3.867929545663325e-07
0.0,15.0,8.0,-5312.875128912746,3.867929545663325e-07
0.0,15.0,8.0,-4012.8197820507867,3.867929545663325e-07
0.0,15.0,9.0,-3450.3809846958943,3.867929545663325e-07
3.455335053259637,15.0,9.0,-3358.6294451757676,3.867929545663325e-07
3.394387095567618,15.0,9.0,-3383.9817482195444,3.867929545663325e-07
3.393187724333916,15.0,9.0,-3397.639864816053,3.867929545663325e-07
3.402186143427639,15.0,9.0,-3409.0998273523687,3.867929545663325e-07
3.412784772789553,15.0,9.0,-3420.0129664997876,3.867929545663325e-07
3.429764477339006,15.0,9.0,-3447.528475309564,3.867929545663325e-07
3.447691705562784,15.0,9.0,-3456.586018833289,3.867929545663325e-07
3.4593606612545957,20.0,9.0,-3466.6146538670146,3.867929545663325e-07
8.0,20.0,9.0,-4034.5311120131364,3.867929545663325e-07
8.0,20.0,9.0,-5018.906383263197,3.867929545663325e-07
8.0,20.0,9.0,-5756.092591131713,3.867929545663325e-07
8.0,20.0,9.0,-6308.196590439346,3.867929545663325e-07
8.0,20.0,9.0,-6721.720272104791,3.867929545663325e-07
8.0,20.0,9.0,-7031.481471259854,3.867929545663325e-07
8.0,20.0,9.0,-7263.549706825447,3.867929545663325e-07
8.0,20.0,9.0,-7437.444286220656,3.867929545663325e-07
8.0,20.0,9.0,-7567.780113538738,3.867929545663325e-07
8.0,20.0,8.0,-7907.504515772345,3.867929545663325e-07
8.0,20.0,8.0,-7927.083132770387,3.867929545663325e-07
8.0,20.0,8.0,-7941.781091737123,3.867929545663325e-07
8.0,20.0,8.0,-7952.8241973198665,3.867929545663325e-07
8.0,20.0,8.0,-7961.13026492484,3.867929545663325e-07
8.0,20.0,8.0,-7967.3865061321085,3.867929545663325e-07
8.0,20.0,8.0,-7972.107470220564,3.867929545663325e-07
8.0,20.0,8.0,-7975.678427282108,3.867929545663325e-07
8.0,20.0,8.0,-7978.387850876882,3.867929545663325e-07
8.0,20.0,8.0,-7980.451739083414,3.867929545663325e-07
8.0,20.0,8.0,-7982.031824632013,3.867929545663325e-07
8.0,20.0,8.0,-7983.2492095530815,3.867929545663325e-07
8.0,20.0,8.0,-7984.1945739786315,3.867929545663325e-07
