HP dynamic modelling [kW],T_in [C°],T_setpoint [C°],T_out [C°],P net=(P_irr+Q_cond-Q_inf) [W],Efficiency [K/J]
6.4346547830129115,17.494585190154233,18.5,4.523333,693.5027100960308,5.415101363928656e-07
6.180623253040972,17.534277616712348,18.5,5.646667,1352.7729378862043,5.415101363928656e-07
5.924283155018725,17.574330757028324,18.5,5.646667,1337.1144532647138,5.415101363928656e-07
5.677198390757894,17.61293775144408,18.5,5.646667,1322.0216951611972,5.415101363928656e-07
5.439034777668849,17.650150815989242,18.5,5.646667,1307.474236860685,5.415101363928656e-07
5.209470199502357,17.686020281327757,18.5,5.646667,1293.4523891961962,5.415101363928656e-07
4.988194170669704,17.72059466083286,18.5,5.646667,1279.9371739180592,5.415101363928656e-07
4.765499934568197,17.75539063522372,18.5,7.836667,1819.2751481023195,5.415101363928656e-07
4.5414385282207155,17.790400229965513,18.5,7.836667,1805.599683659645,5.415101363928656e-07
4.325466627586502,17.82414583943961,18.5,7.836667,1792.4186848459415,5.415101363928656e-07
4.1172921446740025,17.856673102394687,18.5,7.836667,1779.7142979538935,5.415101363928656e-07
3.9166335379210526,17.888026009699836,18.5,7.836667,1767.4693139205037,5.415101363928656e-07
3.7232194313947957,17.918246963844563,18.5,7.836667,1755.667145050908,5.415101363928656e-07
3.5304206006640473,17.948371781146243,18.5,9.79,2118.171281226936,5.415101363928656e-07
3.338214679442558,17.9784039563371,18.5,9.79,2106.4518081817346,5.415101363928656e-07
0.0,18.00253709380409,18.5,9.79,2097.0394287129975,5.415101363928656e-07
0.0,18.01759214830408,18.5,9.79,2091.1773580656045,5.415101363928656e-07
0.0,18.028904173081948,18.5,9.79,2086.779153849763,5.415101363928656e-07
0.0,18.040192406471306,18.5,9.79,2082.390302794458,5.415101363928656e-07
0.0,18.04899791083833,18.5,12.06,1169.813877235447,5.415101363928656e-07
0.0,18.055325965590484,18.5,12.06,1167.3749100748187,5.415101363928656e-07
0.0,18.061640827135093,18.5,12.06,1164.9411291018441,5.415101363928656e-07
0.0,18.067942523526007,18.5,12.06,1162.5125232863668,5.415101363928656e-07
0.0,18.07423108275742,18.5,12.06,1160.0890816216859,5.415101363928656e-07
0.0,18.080506532763984,18.5,12.06,1157.670793124513,5.415101363928656e-07
0.0,18.085485206976212,18.5,13.84833,681.1409703126604,5.415101363928656e-07
0.0,18.08916987011263,18.5,13.84833,679.7437964293781,5.415101363928656e-07
0.0,18.092846975456226,18.5,13.84833,678.3495929521696,5.415101363928656e-07
0.0,18.09651653907494,15.0,13.84833,676.9583535634839,5.415101363928656e-07
0.0,18.100178577002534,15.0,13.84833,675.5700719592132,5.415101363928656e-07
0.0,18.103833105238678,15.0,13.84833,674.1847418486511,5.415101363928656e-07
0.0,18.11094512754279,18.5,14.30667,1952.5527667020124,5.415101363928656e-07
0.0,18.121507335286907,18.5,14.30667,1948.468085185866,5.415101363928656e-07
0.0,18.132047447592505,18.5,14.30667,1944.392089597239,5.415101363928656e-07
0.0,18.14256551144473,18.5,14.30667,1940.3247614626011,5.415101363928656e-07
0.0,18.153061573728795,18.5,14.30667,1936.2660823477104,5.415101363928656e-07
0.0,18.163535681230197,18.5,14.30667,1932.2160338575343,5.415101363928656e-07
0.0,18.17337014286379,18.5,15.31667,1700.0207870704455,5.415101363928656e-07
0.0,18.18256632404522,18.5,15.31667,1696.4750379747331,5.415101363928656e-07
0.0,18.191743325057153,18.5,15.31667,1692.9368285429262,5.415101363928656e-07
0.0,18.2009011866842,18.5,15.31667,1689.4061427394129,5.415101363928656e-07
0.0,18.210039949624225,18.5,15.31667,1685.8829645626877,5.415101363928656e-07
0.0,18.21915965448855,18.5,15.31667,1682.3672780452741,5.415101363928656e-07
0.0,18.22766274728361,18.5,15.46167,1458.1449187397795,5.415101363928656e-07
0.0,18.235550534359135,18.5,15.46167,1455.111716344762,5.415101363928656e-07
0.0,18.24342191380505,18.5,15.46167,1452.0849635520112,5.415101363928656e-07
0.0,18.25127692050946,18.5,15.46167,1449.0646466442963,5.415101363928656e-07
0.0,18.259115589286264,18.5,15.46167,1446.0507519335652,5.415101363928656e-07
0.0,18.266937954875303,18.5,15.46167,1443.0432657608778,5.415101363928656e-07
0.0,18.27318851276769,18.5,16.13833,865.5230081126499,5.415101363928656e-07
0.0,18.277870596288338,18.5,16.13833,863.7466442963555,5.415101363928656e-07
0.0,18.2825430708478,18.5,16.13833,861.9740570700586,5.415101363928656e-07
0.0,18.287205956874935,18.5,16.13833,860.205238401598,5.415101363928656e-07
0.0,18.29185927475516,18.5,16.13833,858.4401802758891,5.415101363928656e-07
0.0,18.296503044830533,18.5,16.13833,856.6788746949004,5.415101363928656e-07
0.0,18.2980749161004,18.5,16.18333,-276.12767111597054,5.415101363928656e-07
0.0,18.296581387660524,18.5,16.18333,-275.48861600917473,5.415101363928656e-07
0.0,18.29509131608436,18.5,16.18333,-274.85092123271494,5.415101363928656e-07
0.0,18.293604694013418,18.5,16.18333,-274.2145838933601,5.415101363928656e-07
0.0,18.292121514104856,18.5,16.18333,-273.5796011040337,5.415101363928656e-07
0.0,18.290641769031446,18.5,16.18333,-272.94596998379615,5.415101363928656e-07
0.0,18.284699298867057,18.5,15.685,-1921.8319482683173,5.415101363928656e-07
0.0,18.2743035383164,18.5,15.685,-1917.7137255800312,5.415101363928656e-07
0.0,18.263930054633867,18.5,15.685,-1913.60426237733,5.415101363928656e-07
0.0,18.253578800436422,18.5,15.685,-1909.5035400301867,5.415101363928656e-07
0.0,18.243249728441796,18.5,15.685,-1905.4115399481966,5.415101363928656e-07
0.0,18.23294279146829,18.5,15.685,-1901.3282435804958,5.415101363928656e-07
0.0,18.221229257141736,18.5,14.11,-2424.9208837532365,5.415101363928656e-07
0.0,18.20811208203316,18.5,14.11,-2419.745614425181,5.415101363928656e-07
0.0,18.19502290171901,18.5,14.11,-2414.5813524587998,5.415101363928656e-07
0.0,18.181961656656725,18.5,14.11,-2409.4280744432053,5.415101363928656e-07
0.0,18.16892828743037,18.5,14.11,-2404.2857570172982,5.415101363928656e-07
0.0,18.155922734750376,18.5,14.11,-2399.1543768696656,5.415101363928656e-07
0.0,18.14241808595324,18.5,12.59667,-2588.620737223729,5.415101363928656e-07
0.0,18.128415378505117,18.5,12.59667,-2583.10618177257,5.415101363928656e-07
0.0,18.114442501166238,18.5,12.59667,-2577.603355089996,5.415101363928656e-07
0.0,18.100499390491695,18.5,12.59667,-2572.1122322308056,5.415101363928656e-07
0.0,18.086585983171517,18.5,12.59667,-2566.6327883028525,5.415101363928656e-07
0.0,18.072702216030386,18.5,12.59667,-2561.164998466929,5.415101363928656e-07
0.0,18.058386738081182,18.5,11.27167,-2726.079837713948,5.415101363928656e-07
0.0,18.043640446463783,18.5,11.27167,-2720.2807003594435,5.415101363928656e-07
0.0,18.028925524356595,18.5,11.27167,-2714.4938968582846,5.415101363928656e-07
0.0,18.014241905041608,18.5,11.27167,-2708.7194009783598,5.415101363928656e-07
0.0,18.003271471049263,18.5,11.27167,-2704.397105359578,5.415101363928656e-07
3.2164001432172884,17.9974374776223,18.5,11.27167,-2702.08358329127,5.415101363928656e-07
3.2230619827151714,17.996396565200754,18.5,10.54,-2795.8236596808097,5.415101363928656e-07
3.208523787894319,17.998668158141513,18.5,10.54,-2796.6832796342787,5.415101363928656e-07
3.2036874609565533,17.99942383422554,18.5,10.54,-2796.9500556227526,5.415101363928656e-07
3.221659322518281,17.99661573085652,18.5,10.54,-2795.8231222973686,5.415101363928656e-07
3.2298033824623875,17.995343221490252,15.0,10.54,-2795.296732467391,5.415101363928656e-07
0.0,17.988957972056774,15.0,10.54,-2792.7708937071648,5.415101363928656e-07
0.0,17.973555573939485,15.0,9.691667,-2895.914467871272,5.415101363928656e-07
0.0,17.957890563820868,15.0,9.691667,-2889.763389497412,5.415101363928656e-07
0.0,17.94225882698194,15.0,9.691667,-2883.625393289883,5.415101363928656e-07
0.0,17.926660292656813,15.0,9.691667,-2877.500451425035,5.415101363928656e-07
0.0,17.911094890230096,15.0,9.691667,-2871.388536138396,5.415101363928656e-07
0.0,17.895562549236587,15.0,9.691667,-2865.2896197245364,5.415101363928656e-07
0.0,17.87971679822403,15.0,8.696667,-2987.14265172821,5.415101363928656e-07
0.0,17.863558287967404,15.0,8.696667,-2980.803379621294,5.415101363928656e-07
0.0,17.847434068994865,15.0,8.696667,-2974.4775898070284,5.415101363928656e-07
0.0,17.831344068376097,15.0,8.696667,-2968.1652536107604,5.415101363928656e-07
0.0,17.815288213335897,15.0,8.696667,-2961.866342418824,5.415101363928656e-07
0.0,17.79926643125384,15.0,8.696667,-2955.58082767841,5.415101363928656e-07
0.0,17.78291368072981,15.0,7.648333,-3084.105444429908,5.415101363928656e-07
0.0,17.766230649036586,15.0,7.648333,-3077.5660939818436,5.415101363928656e-07
0.0,17.749582990919762,15.0,7.648333,-3071.040651222367,5.415101363928656e-07
0.0,17.732970631147904,15.0,7.648333,-3064.5290865720754,5.415101363928656e-07
0.0,17.716393494649594,15.0,7.648333,-3058.031370514486,5.415101363928656e-07
0.0,17.699851506513077,15.0,7.648333,-3051.5474735958874,5.415101363928656e-07
0.0,17.683044609993907,15.0,6.786667,-3155.8720063452865,5.415101363928656e-07
0.0,17.665973354830435,15.0,6.786667,-3149.185070361249,5.415101363928656e-07
0.0,17.64893827158413,15.0,6.786667,-3142.5123558426803,5.415101363928656e-07
0.0,17.631939283326233,15.0,6.786667,-3135.8538325428312,5.415101363928656e-07
0.0,17.614976313291614,15.0,6.786667,-3129.2094702792856,5.415101363928656e-07
0.0,17.5980492848784,15.0,6.786667,-3122.57923893382,5.415101363928656e-07
0.0,17.580908619875174,15.0,6.07,-3208.1135033936907,5.415101363928656e-07
0.0,17.56355476127637,15.0,6.07,-3201.3196575325946,5.415101363928656e-07
0.0,17.546237652906946,15.0,6.07,-3194.540260422454,5.415101363928656e-07
0.0,17.52895721660868,15.0,6.07,-3187.775281333122,5.415101363928656e-07
0.0,17.51171337438959,15.0,6.07,-3181.0246895998134,5.415101363928656e-07
0.0,17.494506048423567,15.0,6.07,-3174.288454622961,5.415101363928656e-07
0.0,17.47722342164017,15.0,5.545,-3208.8361152433004,5.415101363928656e-07
0.0,17.45986564666849,18.5,5.545,-3202.0435085958416,5.415101363928656e-07
6.652565336166709,17.460536666223952,18.5,5.545,-3202.3015738983913,5.415101363928656e-07
6.535162616397838,17.478880841187838,18.5,5.545,-3209.4711504693896,5.415101363928656e-07
6.4219987355565085,17.496562697569296,18.5,5.545,-3216.3816307114193,5.415101363928656e-07
6.312920641771598,17.513606149723188,18.5,5.545,-3223.042369830413,5.415101363928656e-07
6.19394861615433,17.532195528725886,18.5,4.878333,-2417.298399584187,5.415101363928656e-07
6.0654399401754295,17.55227500934759,18.5,4.878333,-2425.1492309572477,5.415101363928656e-07
5.94157118819785,17.571629501844086,18.5,4.878333,-2432.716449831085,5.415101363928656e-07
5.82217482635756,17.59028518338163,18.5,4.878333,-2440.0102966149675,5.415101363928656e-07
5.707089369940468,17.608267285946802,18.5,4.878333,-2447.0406419674177,5.415101363928656e-07
5.596159164965798,17.625600130474094,18.5,4.878333,-2453.817000146803,5.415101363928656e-07
5.451417983920556,17.648215940012413,18.5,4.436667,-239.95226939767429,5.415101363928656e-07
5.274086649239303,17.67592396105636,18.5,4.436667,-250.78786048810957,5.415101363928656e-07
5.103158096820471,17.7026315473718,18.5,4.436667,-261.23208538430777,5.415101363928656e-07
4.9384011412257225,17.72837482168348,18.5,4.436667,-271.2990751607204,5.415101363928656e-07
4.77959294443599,17.753188602431877,15.0,4.436667,-281.0024506606907,5.415101363928656e-07
0.0,17.764594488520167,15.0,4.436667,-285.4622360540796,5.415101363928656e-07
0.0,17.766093966702982,15.0,5.093333,839.2759666635255,5.415101363928656e-07
0.0,17.770633932324046,15.0,5.093333,837.5042145654236,5.415101363928656e-07
0.0,17.775164313933406,15.0,5.093333,835.736230402106,5.415101363928656e-07
0.0,17.779685131913098,15.0,5.093333,833.972006159793,5.415101363928656e-07
0.0,17.784196406601822,15.0,5.093333,832.2115338417439,5.415101363928656e-07
0.0,17.788698158295013,15.0,5.093333,830.4548054682311,5.415101363928656e-07
0.0,17.79526642492452,15.0,7.32,1595.4532791285053,5.415101363928656e-07
0.0,17.80389686150992,15.0,7.32,1592.0917859397812,5.415101363928656e-07
0.0,17.812509114631133,15.0,7.32,1588.7374413912933,5.415101363928656e-07
0.0,17.82110322295761,15.0,7.32,1585.3902302790482,5.415101363928656e-07
0.0,17.829679225076525,15.0,7.32,1582.050137431399,5.415101363928656e-07
0.0,17.838237159493005,15.0,7.32,1578.7171477089596,5.415101363928656e-07
0.0,17.848123602851842,15.0,9.175,2072.7184918000494,5.415101363928656e-07
0.0,17.859335767056606,15.0,9.175,2068.3557531262004,5.415101363928656e-07
0.0,17.870524331718297,15.0,9.175,2064.002292268858,5.415101363928656e-07
0.0,17.88168934702379,15.0,9.175,2059.658089495627,5.415101363928656e-07
0.0,17.89283086305322,15.0,9.175,2055.3231251160787,5.415101363928656e-07
0.0,17.903948929780196,15.0,9.175,2050.9973794816697,5.415101363928656e-07
0.0,17.916322977931735,15.0,11.94833,2519.2043365878058,5.415101363928656e-07
0.0,17.929950383840712,15.0,11.94833,2513.9095719329075,5.415101363928656e-07
0.0,17.943549148559384,18.5,11.94833,2508.6260669674875,5.415101363928656e-07
3.415328467571226,17.966354926941996,18.5,11.94833,2499.7419959137387,5.415101363928656e-07
3.2447291675777254,17.99301106756598,18.5,11.94833,2489.3522517342317,5.415101363928656e-07
0.0,18.01037541257062,18.5,11.94833,2482.5964046514587,5.415101363928656e-07
0.0,18.024497532830715,18.5,14.07667,2733.2341323464216,5.415101363928656e-07
0.0,18.039282732075787,18.5,14.07667,2727.496429574244,5.415101363928656e-07
0.0,18.054036894126575,18.5,14.07667,2721.770928273142,5.415101363928656e-07
0.0,18.068760084984994,18.5,14.07667,2716.0576024925967,5.415101363928656e-07
0.0,18.08345237051259,18.5,14.07667,2710.356426337277,5.415101363928656e-07
0.0,18.098113816430818,18.5,14.07667,2704.6673739669336,5.415101363928656e-07
0.0,18.113158475237604,18.5,15.62833,2851.8913684936283,5.415101363928656e-07
0.0,18.12858555509204,18.5,15.62833,2845.909859470057,5.415101363928656e-07
0.0,18.143980278920566,18.5,15.62833,2839.9410702613804,5.415101363928656e-07
0.0,18.159342715529,18.5,15.62833,2833.9849738146436,5.415101363928656e-07
0.0,18.17467293357681,18.5,15.62833,2828.041543134439,5.415101363928656e-07
0.0,18.189971001577455,18.5,15.62833,2822.1107512827666,5.415101363928656e-07
0.0,18.205141734104608,18.5,16.45667,2781.0117593478153,5.415101363928656e-07
0.0,18.220185410754663,18.5,16.45667,2775.184232965128,5.415101363928656e-07
0.0,18.235197564323194,18.5,16.45667,2769.3690988283206,5.415101363928656e-07
0.0,18.25017826184408,18.5,16.45667,2763.5663305811313,5.415101363928656e-07
0.0,18.26512757020864,18.5,16.45667,2757.775901923353,5.415101363928656e-07
0.0,18.28004555616591,18.5,16.45667,2751.9977866107192,5.415101363928656e-07
0.0,18.294371941798175,18.5,17.43,2539.275634001187,5.415101363928656e-07
0.0,18.30810799055017,18.5,17.43,2533.9641563846244,5.415101363928656e-07
0.0,18.321815307704163,18.5,17.43,2528.6639734184264,5.415101363928656e-07
0.0,18.335493954356778,18.5,17.43,2523.375061080736,5.415101363928656e-07
0.0,18.349143991474683,18.5,17.43,2518.097395400793,5.415101363928656e-07
0.0,18.362765479894875,18.5,17.43,2512.830952458823,5.415101363928656e-07
0.0,18.374952591054182,15.0,18.04,1988.3278842638913,5.415101363928656e-07
0.0,18.385708366892164,15.0,18.04,1984.1849440992437,5.415101363928656e-07
0.0,18.39644173214966,15.0,18.04,1980.0508133674284,5.415101363928656e-07
0.0,18.407152734479894,15.0,18.04,1975.9254733322516,5.415101363928656e-07
0.0,18.417841421434737,15.0,18.04,1971.808905297363,5.415101363928656e-07
0.0,18.42850784046494,15.0,18.04,1967.7010906061764,5.415101363928656e-07
0.0,18.43286042800127,18.5,18.01167,-360.12671020151146,5.415101363928656e-07
0.0,18.430912540565473,18.5,18.01167,-359.30145867964984,5.415101363928656e-07
0.0,18.42896911719279,18.5,18.01167,-358.47796366766744,5.415101363928656e-07
0.0,18.427030148381665,18.5,18.01167,-357.6562214297224,5.415101363928656e-07
0.0,18.425095624650744,18.5,18.01167,-356.8362282379155,5.415101363928656e-07
0.0,18.423165536538832,18.5,18.01167,-356.0179803722742,5.415101363928656e-07
0.0,18.41748417650804,18.5,18.035,-1742.3221411396592,5.415101363928656e-07
0.0,18.40805948041991,18.5,18.035,-1738.5728808999684,5.415101363928656e-07
0.0,18.398655065355506,18.5,18.035,-1734.8315957110808,5.415101363928656e-07
0.0,18.389270888175055,18.5,18.035,-1731.0982686113293,5.415101363928656e-07
0.0,18.379906905830538,18.5,18.035,-1727.372882675118,5.415101363928656e-07
0.0,18.370563075365496,18.5,18.035,-1723.6554210128525,5.415101363928656e-07
0.0,18.360212172914522,18.5,16.86167,-2099.322471083863,5.415101363928656e-07
0.0,18.34885631467789,18.5,16.86167,-2094.8234170070655,5.415101363928656e-07
0.0,18.337524793355954,18.5,16.86167,-2090.3339324578415,5.415101363928656e-07
0.0,18.32621755718387,18.5,16.86167,-2085.853997083329,5.415101363928656e-07
0.0,18.314934554506905,18.5,16.86167,-2081.3835905739597,5.415101363928656e-07
0.0,18.303675733780175,18.5,16.86167,-2076.9226926633573,5.415101363928656e-07
0.0,18.291815352527237,18.5,15.23167,-2303.562533592246,5.415101363928656e-07
0.0,18.279354663622215,18.5,15.23167,-2298.6389021121813,5.415101363928656e-07
0.0,18.26692060831635,18.5,15.23167,-2293.725742946409,5.415101363928656e-07
0.0,18.25451312996133,18.5,15.23167,-2288.8230338219946,5.415101363928656e-07
0.0,18.242132172029315,18.5,15.23167,-2283.930752513372,5.415101363928656e-07
0.0,18.229777678112697,18.5,15.23167,-2279.0488768422506,5.415101363928656e-07
0.0,18.216920416317684,18.5,13.71167,-2469.621852346552,5.415101363928656e-07
0.0,18.203561431812986,18.5,13.71167,-2464.353956530722,5.415101363928656e-07
0.0,18.190230943151107,18.5,13.71167,-2459.097265023046,5.415101363928656e-07
0.0,18.17692888972413,18.5,13.71167,-2453.851753993764,5.415101363928656e-07
0.0,18.163655211053033,18.5,13.71167,-2448.6173996637917,5.415101363928656e-07
0.0,18.15040984678743,18.5,13.71167,-2443.394178304626,5.415101363928656e-07
0.0,18.136762200128402,18.5,12.475,-2597.1954279699885,5.415101363928656e-07
0.0,18.122713107028034,18.5,12.475,-2591.663458040165,5.415101363928656e-07
0.0,18.108693938237806,18.5,12.475,-2586.143253898146,5.415101363928656e-07
0.0,18.094704630112567,18.5,12.475,-2580.6347905199978,5.415101363928656e-07
0.0,18.080745119142513,18.5,12.475,-2575.138042935004,5.415101363928656e-07
0.0,18.06681534195294,18.5,12.475,-2569.652986225562,5.415101363928656e-07
0.0,18.05249746508852,18.5,11.275,-2718.477859476308,5.415101363928656e-07
0.0,18.037792294920123,18.5,11.275,-2712.6949796559115,5.415101363928656e-07
0.0,18.023118406319405,18.5,11.275,-2706.924399109658,5.415101363928656e-07
0.0,18.008475732755397,18.5,11.275,-2701.1660916789756,5.415101363928656e-07
0.0,18.000481895245045,18.5,11.275,-2698.008038866354,5.415101363928656e-07
3.2040811850357613,17.999362314838162,18.5,11.275,-2697.538368077171,5.415101363928656e-07
3.223040860275478,17.996399865581957,18.5,10.27333,-2825.280993852538,5.415101363928656e-07
3.2321298036462625,17.99497971818027,18.5,10.27333,-2824.698204026944,5.415101363928656e-07
3.218265598239373,17.997146000275098,18.5,10.27333,-2825.5179861876036,5.415101363928656e-07
0.0,18.00070891047558,18.5,10.27333,-2826.883947047399,5.415101363928656e-07
0.0,18.000121095235215,18.5,10.27333,-2826.6266567579673,5.415101363928656e-07
3.212288316487184,17.998079950548878,18.5,10.27333,-2825.801008241348,5.415101363928656e-07
3.2230418867293795,17.996399705198534,18.5,9.673333,-2902.346933455203,5.415101363928656e-07
3.2347202627667686,17.994574958942692,15.0,9.673333,-2901.6085640668466,5.415101363928656e-07
0.0,17.987627947899945,15.0,9.673333,-2898.8670231687884,5.415101363928656e-07
0.0,17.971946965812364,15.0,9.673333,-2892.7098834354456,5.415101363928656e-07
0.0,17.95629928979245,15.0,9.673333,-2886.5658387550097,5.415101363928656e-07
0.0,17.9406848490046,15.0,9.673333,-2880.4348612764215,5.415101363928656e-07
0.0,17.924856972405554,15.0,8.965,-2965.3957167061585,5.415101363928656e-07
0.0,17.908816102692988,15.0,8.965,-2959.101234311782,5.415101363928656e-07
0.0,17.892809281981606,15.0,8.965,-2952.820138982459,5.415101363928656e-07
0.0,17.876836437856202,15.0,8.965,-2946.5524022460663,5.415101363928656e-07
0.0,17.8608974980556,15.0,8.965,-2940.297995691043,5.415101363928656e-07
0.0,17.844992390472306,15.0,8.965,-2934.0568909662516,5.415101363928656e-07
0.0,17.828970761805884,15.0,8.533333,-2983.3336170343355,5.415101363928656e-07
0.0,17.812832853025412,15.0,8.533333,-2977.003513355722,5.415101363928656e-07
0.0,17.79672918593394,15.0,8.533333,-2970.6868724459155,5.415101363928656e-07
0.0,17.780659687706773,15.0,8.533333,-2964.3836656717926,5.415101363928656e-07
0.0,17.76462428567408,15.0,8.533333,-2958.0938644611197,5.415101363928656e-07
0.0,17.748622907320602,15.0,8.533333,-2951.8174403024345,5.415101363928656e-07
0.0,17.732417003120695,15.0,7.848333,-3033.632957082612,5.415101363928656e-07
0.0,17.71600699719326,15.0,7.848333,-3027.19988984431,5.415101363928656e-07
0.0,17.699631789920062,15.0,7.848333,-3020.7805042712757,5.415101363928656e-07
0.0,17.683291307292304,15.0,7.848333,-3014.3747712648246,5.415101363928656e-07
0.0,17.6669854754586,15.0,7.848333,-3007.98266178816,5.415101363928656e-07
0.0,17.650714220724634,15.0,7.848333,-3001.6041468662447,5.415101363928656e-07
0.0,17.634350180014003,15.0,7.416667,-3042.252014953778,5.415101363928656e-07
0.0,17.617893544077624,15.0,7.416667,-3035.8030485369354,5.415101363928656e-07
0.0,17.601471792799693,15.0,7.416667,-3029.3677975455757,5.415101363928656e-07
0.0,17.58508485198881,15.0,7.416667,-3022.946232809218,5.415101363928656e-07
0.0,17.56873264761135,15.0,7.416667,-3016.538325219415,5.415101363928656e-07
0.0,17.55241510579115,15.0,7.416667,-3010.144045729634,5.415101363928656e-07
0.0,17.536100342425534,15.0,7.193333,-3015.5121371642,5.415101363928656e-07
0.0,17.51978834858476,15.0,7.193333,-3009.121155760181,5.415101363928656e-07
0.0,17.503510925741814,15.0,7.193333,-3002.7437664318118,5.415101363928656e-07
0.0,17.487268000372524,18.5,7.193333,-2996.379940270953,5.415101363928656e-07
6.473175367948352,17.48856634875807,18.5,7.193333,-2996.8761246219005,5.415101363928656e-07
6.354886611424809,17.507048966964874,15.0,7.193333,-3004.0926272070365,5.415101363928656e-07
0.0,17.507964132927388,15.0,6.973333,-3012.4124677410837,5.415101363928656e-07
0.0,17.491668903386564,15.0,6.973333,-3006.0291378308348,5.415101363928656e-07
0.0,17.475408203454094,15.0,6.973333,-2999.659383698897,5.415101363928656e-07
0.0,17.459181959693964,15.0,6.973333,-2993.303176471794,5.415101363928656e-07
0.0,17.442990098826353,15.0,6.973333,-2986.96048733746,5.415101363928656e-07
0.0,17.426832547727287,15.0,6.973333,-2980.631287545105,5.415101363928656e-07
0.0,17.41248055873429,18.5,7.158333,-2320.098442558055,5.415101363928656e-07
6.920658406550274,17.41864712397652,18.5,7.158333,-2322.4989475432594,5.415101363928656e-07
6.764195951301599,17.443094382609125,18.5,7.158333,-2332.0485321772626,5.415101363928656e-07
6.613382410925215,17.466658998292935,18.5,7.158333,-2341.252830665594,5.415101363928656e-07
6.468013819906037,17.489372840639682,18.5,7.158333,-2350.1243102808357,5.415101363928656e-07
6.327893577317673,17.511266628544114,18.5,7.158333,-2358.6749881394035,5.415101363928656e-07
6.182506724762925,17.533983324255793,18.5,7.923333,-1760.652262158187,5.415101363928656e-07
6.032043359857244,17.557493225022306,15.0,7.923333,-1769.8313943468688,5.415101363928656e-07
0.0,17.56423307762485,15.0,7.923333,-1772.4520913329736,5.415101363928656e-07
0.0,17.554645266510164,15.0,7.923333,-1768.6874321081457,5.415101363928656e-07
0.0,17.54507781972053,15.0,7.923333,-1764.9307795890495,5.415101363928656e-07
0.0,17.535530693944946,15.0,7.923333,-1761.1821167467183,5.415101363928656e-07
0.0,17.52649870204359,15.0,8.876667,-1574.6724515715641,5.415101363928656e-07
0.0,17.517980765402793,15.0,8.876667,-1571.322161355057,5.415101363928656e-07
0.0,17.50948095162348,15.0,8.876667,-1567.9789966896358,5.415101363928656e-07
0.0,17.500999222161116,15.0,8.876667,-1564.6429424204027,5.415101363928656e-07
0.0,17.492535538553145,15.0,8.876667,-1561.3139834246927,5.415101363928656e-07
0.0,17.48408986241882,15.0,8.876667,-1557.9921046120066,5.415101363928656e-07
0.0,17.47555937897608,18.5,11.26667,-1592.6365163370237,5.415101363928656e-07
6.499067252809414,17.48452074174853,18.5,11.26667,-1596.1116282229184,5.415101363928656e-07
6.332233137892013,17.510588572204373,18.5,11.26667,-1606.2765987409805,5.415101363928656e-07
6.171421795590868,17.535715344438927,18.5,11.26667,-1616.0734318955301,5.415101363928656e-07
6.016415761519602,17.559935037262562,18.5,11.26667,-1625.5154200697282,5.415101363928656e-07
5.867005423284673,17.58328040261177,18.5,11.26667,-1634.6153756982733,5.415101363928656e-07
5.725829494585014,17.60533914147109,18.5,12.025,-1810.1821280896063,5.415101363928656e-07
5.592590600407448,17.626157718686336,18.5,12.025,-1818.290383757055,5.415101363928656e-07
5.464161345456887,17.64622478977236,18.5,12.025,-1826.104654235881,5.415101363928656e-07
5.340368067992654,17.665567489376148,18.5,12.025,-1833.635554498187,5.415101363928656e-07
5.2210433766834745,17.684211972393207,18.5,12.025,-1840.8933162409746,5.415101363928656e-07
5.106025924201686,17.702183449343487,18.5,12.025,-1847.887801725069,5.415101363928656e-07
4.9930416590741515,17.719837240769664,18.5,12.955,-1730.23801186703,5.415101363928656e-07
4.8820170979124216,17.737184828451184,18.5,12.955,-1736.984259040474,5.415101363928656e-07
4.774999940515136,17.75390625929451,18.5,12.955,-1743.4855573365576,5.415101363928656e-07
4.671845491485124,17.77002414195545,18.5,12.955,-1749.7507511766055,5.415101363928656e-07
4.5724142799460425,17.78556026875843,18.5,12.955,-1755.788365636168,5.415101363928656e-07
4.4765718709004885,17.8005356451718,18.5,12.955,-1761.6066179756444,5.415101363928656e-07
4.384526386138214,17.814917752165904,18.5,13.02333,-1787.041810762073,5.415101363928656e-07
4.296140725148871,17.82872801169549,18.5,13.02333,-1792.4039882937227,5.415101363928656e-07
4.210945034975476,17.842039838285082,18.5,13.02333,-1797.5711820673341,5.415101363928656e-07
4.1288241352960995,17.854871228859984,18.5,13.02333,-1802.5504324125507,5.415101363928656e-07
4.049667004607886,17.867239530530018,18.5,13.02333,-1807.348525453638,5.415101363928656e-07
3.973366630064584,17.87916146405241,18.5,13.02333,-1811.9720022880756,5.415101363928656e-07
3.89720995585451,17.891060944397733,18.5,13.42,-1663.185217219416,5.415101363928656e-07
3.8211917620079476,17.902938787186258,18.5,13.42,-1667.7896016516377,5.415101363928656e-07
3.747916923915227,17.914387980638246,18.5,13.42,-1672.226301470949,5.415101363928656e-07
3.677286387199274,17.925424002000113,18.5,13.42,-1676.5013713180629,5.415101363928656e-07
3.6092046740422123,17.936061769680904,18.5,13.42,-1680.6206472186043,5.415101363928656e-07
3.5435797540465046,17.946315663430234,18.5,13.42,-1684.589754476652,5.415101363928656e-07
